seq_id	source	type	start	end	score	strand	phase	attributes	length
chromosome_03	JGI_gene	gene	3093736	3096536	.	-	.	ChCC-v11007101m.g	2800
chromosome_03	JGI_gene	gene	3096439	3101924	.	-	.	ChCC-v11007102m.g	5485
chromosome_03	JGI_gene	gene	3101283	3106035	.	+	.	ChCC-v11007105m.g	4752
chromosome_03	JGI_gene	gene	3112230	3116050	.	+	.	ChCC-v11007107m.g	3820
chromosome_03	JGI_gene	gene	3116063	3119661	.	+	.	ChCC-v11007108m.g	3598
chromosome_03	JGI_gene	gene	3120904	3128125	.	-	.	ChCC-v11007111m.g	7221
chromosome_03	JGI_gene	gene	3129463	3134566	.	-	.	ChCC-v11007114m.g	5103
chromosome_03	JGI_gene	gene	3134768	3139165	.	+	.	ChCC-v11007115m.g	4397
chromosome_03	JGI_gene	gene	3139730	3143041	.	+	.	ChCC-v11007116m.g	3311
chromosome_03	JGI_gene	gene	3143656	3149934	.	-	.	ChCC-v11007118m.g	6278
chromosome_03	JGI_gene	gene	3149316	3152257	.	+	.	ChCC-v11007119m.g	2941
chromosome_03	JGI_gene	gene	3156394	3163245	.	-	.	ChCC-v11007123m.g	6851
chromosome_03	JGI_gene	gene	3163957	3167452	.	+	.	ChCC-v11007125m.g	3495
chromosome_03	JGI_gene	gene	3167503	3175992	.	+	.	ChCC-v11007126m.g	8489
chromosome_03	JGI_gene	gene	3176507	3186529	.	+	.	ChCC-v11007128m.g	10022
chromosome_03	JGI_gene	gene	3187972	3190248	.	-	.	ChCC-v11007133m.g	2276
chromosome_03	JGI_gene	gene	3190203	3192262	.	+	.	ChCC-v11007135m.g	2059
chromosome_03	JGI_gene	gene	3198199	3199975	.	+	.	ChCC-v11007139m.g	1776
chromosome_03	JGI_gene	gene	3200864	3206039	.	-	.	ChCC-v11007141m.g	5175
chromosome_03	JGI_gene	gene	3206815	3216835	.	-	.	ChCC-v11007146m.g	10020
chromosome_03	JGI_gene	gene	3216832	3228110	.	+	.	ChCC-v11007151m.g	11278
chromosome_03	JGI_gene	gene	3229299	3234970	.	-	.	ChCC-v11007153m.g	5671
chromosome_03	JGI_gene	gene	3235519	3238269	.	-	.	ChCC-v11007156m.g	2750
chromosome_03	JGI_gene	gene	3238433	3239124	.	+	.	ChCC-v11007157m.g	691
chromosome_03	JGI_gene	gene	3240013	3251860	.	+	.	ChCC-v11007160m.g	11847
chromosome_03	JGI_gene	gene	3272046	3278156	.	-	.	ChCC-v11007167m.g	6110
chromosome_03	JGI_gene	gene	3278166	3282081	.	+	.	ChCC-v11007169m.g	3915
chromosome_03	JGI_gene	gene	3281968	3284348	.	-	.	ChCC-v11007171m.g	2380
chromosome_03	JGI_gene	gene	3284165	3292847	.	+	.	ChCC-v11007174m.g	8682
chromosome_03	JGI_gene	gene	3293520	3310572	.	-	.	ChCC-v11007176m.g	17052
chromosome_03	JGI_gene	gene	3311083	3312425	.	+	.	ChCC-v11007178m.g	1342
chromosome_03	JGI_gene	gene	3312871	3318557	.	-	.	ChCC-v11007179m.g	5686
chromosome_03	JGI_gene	gene	3318773	3322767	.	+	.	ChCC-v11007180m.g	3994
chromosome_03	JGI_gene	gene	3322832	3330428	.	-	.	ChCC-v11007182m.g	7596
chromosome_03	JGI_gene	gene	3336602	3343332	.	-	.	ChCC-v11007187m.g	6730
chromosome_03	JGI_gene	gene	3343555	3345205	.	-	.	ChCC-v11007188m.g	1650
chromosome_03	JGI_gene	gene	3345646	3347018	.	-	.	ChCC-v11007189m.g	1372
chromosome_03	JGI_gene	gene	3347083	3350520	.	-	.	ChCC-v11007190m.g	3437
chromosome_03	JGI_gene	gene	3353335	3357918	.	-	.	ChCC-v11007191m.g	4583
chromosome_03	JGI_gene	gene	3359029	3361037	.	+	.	ChCC-v11007192m.g	2008
chromosome_03	JGI_gene	gene	3365361	3370380	.	-	.	ChCC-v11007194m.g	5019
chromosome_03	JGI_gene	gene	3375343	3379655	.	-	.	ChCC-v11007195m.g	4312
chromosome_03	JGI_gene	gene	3379739	3383984	.	+	.	ChCC-v11007196m.g	4245
chromosome_03	JGI_gene	gene	3384988	3387829	.	-	.	ChCC-v11007200m.g	2841
chromosome_03	JGI_gene	gene	3388421	3396435	.	+	.	ChCC-v11007201m.g	8014
chromosome_03	JGI_gene	gene	3396265	3400649	.	-	.	ChCC-v11007207m.g	4384
chromosome_03	JGI_gene	gene	3400746	3413202	.	+	.	ChCC-v11007208m.g	12456
chromosome_03	JGI_gene	gene	3413967	3420065	.	+	.	ChCC-v11007210m.g	6098
chromosome_03	JGI_gene	gene	3419330	3428044	.	+	.	ChCC-v11007215m.g	8714
chromosome_03	JGI_gene	gene	3428082	3446278	.	+	.	ChCC-v11007217m.g	18196
chromosome_03	JGI_gene	gene	3447517	3454697	.	-	.	ChCC-v11007218m.g	7180
chromosome_03	JGI_gene	gene	3455232	3459596	.	+	.	ChCC-v11007219m.g	4364
chromosome_03	JGI_gene	gene	3460191	3461548	.	+	.	ChCC-v11007220m.g	1357
chromosome_03	JGI_gene	gene	3461975	3464284	.	+	.	ChCC-v11007221m.g	2309
chromosome_03	JGI_gene	gene	3464443	3466300	.	+	.	ChCC-v11007222m.g	1857
chromosome_03	JGI_gene	gene	3468149	3470108	.	-	.	ChCC-v11007224m.g	1959
chromosome_03	JGI_gene	gene	3470300	3475782	.	-	.	ChCC-v11007225m.g	5482
chromosome_03	JGI_gene	gene	3476037	3489801	.	-	.	ChCC-v11007228m.g	13764
chromosome_03	JGI_gene	gene	3489394	3494882	.	+	.	ChCC-v11007229m.g	5488
chromosome_03	JGI_gene	gene	3494594	3497960	.	+	.	ChCC-v11007231m.g	3366
chromosome_03	JGI_gene	gene	3498518	3501971	.	+	.	ChCC-v11007232m.g	3453
chromosome_03	JGI_gene	gene	3501902	3504904	.	+	.	ChCC-v11007233m.g	3002
chromosome_03	JGI_gene	gene	3504660	3509289	.	-	.	ChCC-v11007234m.g	4629
chromosome_03	JGI_gene	gene	3509331	3511895	.	+	.	ChCC-v11007236m.g	2564
chromosome_03	JGI_gene	gene	3511008	3527150	.	-	.	ChCC-v11007238m.g	16142
chromosome_03	JGI_gene	gene	3526973	3532780	.	+	.	ChCC-v11007239m.g	5807
chromosome_03	JGI_gene	gene	3542444	3547823	.	-	.	ChCC-v11007242m.g	5379
chromosome_03	JGI_gene	gene	3566825	3567249	.	-	.	ChCC-v11007246m.g	424
chromosome_03	JGI_gene	gene	3567481	3567880	.	-	.	ChCC-v11007247m.g	399
chromosome_03	JGI_gene	gene	3582825	3584145	.	+	.	ChCC-v11007253m.g	1320
chromosome_03	JGI_gene	gene	3588550	3589998	.	+	.	ChCC-v11007255m.g	1448
chromosome_03	JGI_gene	gene	3591228	3593265	.	-	.	ChCC-v11007256m.g	2037
chromosome_03	JGI_gene	gene	3593547	3596637	.	+	.	ChCC-v11007257m.g	3090
chromosome_03	JGI_gene	gene	3597213	3601254	.	-	.	ChCC-v11007260m.g	4041
chromosome_03	JGI_gene	gene	3601069	3607860	.	+	.	ChCC-v11007261m.g	6791
chromosome_03	JGI_gene	gene	3601349	3603998	.	-	.	ChCC-v11007262m.g	2649
chromosome_03	JGI_gene	gene	3608477	3612553	.	+	.	ChCC-v11007263m.g	4076
chromosome_03	JGI_gene	gene	3611835	3620168	.	-	.	ChCC-v11007267m.g	8333
chromosome_03	JGI_gene	gene	3620262	3626248	.	+	.	ChCC-v11007270m.g	5986
chromosome_03	JGI_gene	gene	3626854	3628631	.	+	.	ChCC-v11007272m.g	1777
chromosome_03	JGI_gene	gene	3629587	3633085	.	+	.	ChCC-v11007274m.g	3498
chromosome_03	JGI_gene	gene	3635641	3640219	.	-	.	ChCC-v11007275m.g	4578
chromosome_03	JGI_gene	gene	3640078	3646162	.	-	.	ChCC-v11007277m.g	6084
chromosome_03	JGI_gene	gene	3646190	3651735	.	-	.	ChCC-v11007279m.g	5545
chromosome_03	JGI_gene	gene	3652391	3654247	.	-	.	ChCC-v11007281m.g	1856
chromosome_03	JGI_gene	gene	3654248	3659747	.	+	.	ChCC-v11007282m.g	5499
chromosome_03	JGI_gene	gene	3660262	3664713	.	+	.	ChCC-v11007284m.g	4451
chromosome_03	JGI_gene	gene	3667627	3673881	.	-	.	ChCC-v11007287m.g	6254
chromosome_03	JGI_gene	gene	3674106	3676326	.	+	.	ChCC-v11007288m.g	2220
chromosome_03	JGI_gene	gene	3677234	3687200	.	-	.	ChCC-v11007292m.g	9966
chromosome_03	JGI_gene	gene	3687174	3692641	.	+	.	ChCC-v11007294m.g	5467
chromosome_03	JGI_gene	gene	3692378	3697228	.	-	.	ChCC-v11007296m.g	4850
chromosome_03	JGI_gene	gene	3699118	3710134	.	-	.	ChCC-v11007301m.g	11016
chromosome_03	JGI_gene	gene	3710207	3711758	.	+	.	ChCC-v11007307m.g	1551
chromosome_03	JGI_gene	gene	3711533	3716722	.	+	.	ChCC-v11007308m.g	5189
chromosome_03	JGI_gene	gene	3717133	3718057	.	+	.	ChCC-v11007309m.g	924
chromosome_03	JGI_gene	gene	3720149	3723512	.	-	.	ChCC-v11007311m.g	3363
chromosome_03	JGI_gene	gene	3723255	3727204	.	+	.	ChCC-v11007312m.g	3949
chromosome_03	JGI_gene	gene	3727428	3733330	.	+	.	ChCC-v11007315m.g	5902
chromosome_03	JGI_gene	gene	3734003	3739882	.	+	.	ChCC-v11007317m.g	5879
chromosome_03	JGI_gene	gene	3739805	3742083	.	+	.	ChCC-v11007318m.g	2278
chromosome_03	JGI_gene	gene	3742076	3748237	.	-	.	ChCC-v11007321m.g	6161
chromosome_03	JGI_gene	gene	3748430	3755529	.	-	.	ChCC-v11007324m.g	7099
chromosome_03	JGI_gene	gene	3755318	3759076	.	+	.	ChCC-v11007327m.g	3758
chromosome_03	JGI_gene	gene	3758852	3761682	.	+	.	ChCC-v11007328m.g	2830
chromosome_03	JGI_gene	gene	3761258	3764888	.	-	.	ChCC-v11007329m.g	3630
chromosome_03	JGI_gene	gene	3765209	3771559	.	-	.	ChCC-v11007331m.g	6350
chromosome_03	JGI_gene	gene	3777961	3782234	.	-	.	ChCC-v11007337m.g	4273
chromosome_03	JGI_gene	gene	3784509	3789074	.	+	.	ChCC-v11007338m.g	4565
chromosome_03	JGI_gene	gene	3790178	3793336	.	-	.	ChCC-v11007342m.g	3158
chromosome_03	JGI_gene	gene	3792991	3797439	.	+	.	ChCC-v11007343m.g	4448
chromosome_03	JGI_gene	gene	3797245	3800123	.	-	.	ChCC-v11007344m.g	2878
chromosome_03	JGI_gene	gene	3800238	3808982	.	-	.	ChCC-v11007345m.g	8744
chromosome_03	JGI_gene	gene	3809907	3813148	.	+	.	ChCC-v11007346m.g	3241
chromosome_03	JGI_gene	gene	3813651	3824690	.	+	.	ChCC-v11007347m.g	11039
chromosome_03	JGI_gene	gene	3824104	3827990	.	+	.	ChCC-v11007351m.g	3886
chromosome_03	JGI_gene	gene	3828225	3830174	.	-	.	ChCC-v11007352m.g	1949
chromosome_03	JGI_gene	gene	3829749	3833004	.	+	.	ChCC-v11007353m.g	3255
chromosome_03	JGI_gene	gene	3832696	3839239	.	-	.	ChCC-v11007355m.g	6543
chromosome_03	JGI_gene	gene	3838793	3845912	.	-	.	ChCC-v11007356m.g	7119
chromosome_03	JGI_gene	gene	3846002	3849777	.	-	.	ChCC-v11007357m.g	3775
chromosome_03	JGI_gene	gene	3849722	3856343	.	+	.	ChCC-v11007359m.g	6621
chromosome_03	JGI_gene	gene	3856093	3861059	.	-	.	ChCC-v11007361m.g	4966
chromosome_03	JGI_gene	gene	3860996	3865077	.	+	.	ChCC-v11007364m.g	4081
chromosome_03	JGI_gene	gene	3865422	3867829	.	+	.	ChCC-v11007365m.g	2407
chromosome_03	JGI_gene	gene	3867461	3870487	.	+	.	ChCC-v11007366m.g	3026
chromosome_03	JGI_gene	gene	3870818	3871958	.	-	.	ChCC-v11007369m.g	1140
chromosome_03	JGI_gene	gene	3872220	3878001	.	+	.	ChCC-v11007370m.g	5781
chromosome_03	JGI_gene	gene	3878229	3883788	.	+	.	ChCC-v11007372m.g	5559
chromosome_03	JGI_gene	gene	3884487	3887898	.	+	.	ChCC-v11007373m.g	3411
chromosome_03	JGI_gene	gene	3892215	3898762	.	+	.	ChCC-v11007375m.g	6547
chromosome_03	JGI_gene	gene	3898562	3901521	.	-	.	ChCC-v11007376m.g	2959
chromosome_03	JGI_gene	gene	3902025	3903217	.	-	.	ChCC-v11007379m.g	1192
chromosome_03	JGI_gene	gene	3904564	3907520	.	+	.	ChCC-v11007382m.g	2956
chromosome_03	JGI_gene	gene	3907188	3911602	.	-	.	ChCC-v11007383m.g	4414
chromosome_03	JGI_gene	gene	3911536	3915446	.	-	.	ChCC-v11007385m.g	3910
chromosome_03	JGI_gene	gene	3915373	3918077	.	-	.	ChCC-v11007386m.g	2704
chromosome_03	JGI_gene	gene	3918162	3924675	.	-	.	ChCC-v11007389m.g	6513
chromosome_03	JGI_gene	gene	3924239	3930123	.	+	.	ChCC-v11007390m.g	5884
chromosome_03	JGI_gene	gene	3930088	3932904	.	+	.	ChCC-v11007391m.g	2816
chromosome_03	JGI_gene	gene	3939584	3943621	.	+	.	ChCC-v11007396m.g	4037
chromosome_03	JGI_gene	gene	3943236	3951308	.	+	.	ChCC-v11007397m.g	8072
chromosome_03	JGI_gene	gene	3949922	3963670	.	-	.	ChCC-v11007398m.g	13748
chromosome_03	JGI_gene	gene	3963377	3967244	.	+	.	ChCC-v11007400m.g	3867
chromosome_03	JGI_gene	gene	3966674	3969992	.	-	.	ChCC-v11007401m.g	3318
chromosome_03	JGI_gene	gene	3972879	3982808	.	-	.	ChCC-v11007403m.g	9929
chromosome_03	JGI_gene	gene	3982578	3988506	.	+	.	ChCC-v11007404m.g	5928
chromosome_03	JGI_gene	gene	3988634	3989379	.	-	.	ChCC-v11007405m.g	745
chromosome_03	JGI_gene	gene	3989212	3989802	.	-	.	ChCC-v11007406m.g	590
chromosome_03	JGI_gene	gene	3990005	3993507	.	+	.	ChCC-v11007407m.g	3502
chromosome_03	JGI_gene	gene	3993190	3998696	.	+	.	ChCC-v11007409m.g	5506
chromosome_03	JGI_gene	gene	3998819	4012802	.	+	.	ChCC-v11007410m.g	13983
chromosome_03	JGI_gene	gene	4014361	4020054	.	-	.	ChCC-v11007411m.g	5693
chromosome_03	JGI_gene	gene	4020726	4026407	.	-	.	ChCC-v11007412m.g	5681
chromosome_03	JGI_gene	gene	4027072	4029779	.	+	.	ChCC-v11007413m.g	2707
chromosome_03	JGI_gene	gene	4029457	4040712	.	+	.	ChCC-v11007414m.g	11255
chromosome_03	JGI_gene	gene	4040500	4045280	.	+	.	ChCC-v11007416m.g	4780
chromosome_03	JGI_gene	gene	4043779	4058308	.	-	.	ChCC-v11007418m.g	14529
chromosome_03	JGI_gene	gene	4057706	4063327	.	+	.	ChCC-v11007425m.g	5621
chromosome_03	JGI_gene	gene	4064192	4067195	.	-	.	ChCC-v11007429m.g	3003
chromosome_03	JGI_gene	gene	4067134	4069265	.	+	.	ChCC-v11007432m.g	2131
chromosome_03	JGI_gene	gene	4069084	4081212	.	-	.	ChCC-v11007433m.g	12128
chromosome_03	JGI_gene	gene	4081053	4086059	.	+	.	ChCC-v11007437m.g	5006
chromosome_03	JGI_gene	gene	4086108	4093029	.	-	.	ChCC-v11007441m.g	6921
chromosome_03	JGI_gene	gene	4092583	4095740	.	+	.	ChCC-v11007442m.g	3157
chromosome_03	JGI_gene	gene	4095520	4096792	.	-	.	ChCC-v11007444m.g	1272
chromosome_03	JGI_gene	gene	4097470	4101057	.	-	.	ChCC-v11007446m.g	3587
chromosome_03	JGI_gene	gene	4100991	4105176	.	+	.	ChCC-v11007449m.g	4185
chromosome_03	JGI_gene	gene	4105334	4108153	.	+	.	ChCC-v11007450m.g	2819
chromosome_03	JGI_gene	gene	4108251	4112716	.	+	.	ChCC-v11007452m.g	4465
chromosome_03	JGI_gene	gene	4112492	4117215	.	-	.	ChCC-v11007453m.g	4723
chromosome_03	JGI_gene	gene	4117310	4119802	.	+	.	ChCC-v11007455m.g	2492
chromosome_03	JGI_gene	gene	4119407	4125182	.	-	.	ChCC-v11007457m.g	5775
chromosome_03	JGI_gene	gene	4125223	4130483	.	+	.	ChCC-v11007461m.g	5260
chromosome_03	JGI_gene	gene	4129953	4135275	.	-	.	ChCC-v11007464m.g	5322
chromosome_03	JGI_gene	gene	4136035	4142936	.	-	.	ChCC-v11007467m.g	6901
chromosome_03	JGI_gene	gene	4142624	4147839	.	-	.	ChCC-v11007471m.g	5215
chromosome_03	JGI_gene	gene	4147885	4151434	.	+	.	ChCC-v11007474m.g	3549
chromosome_03	JGI_gene	gene	4150138	4155066	.	-	.	ChCC-v11007477m.g	4928
chromosome_03	JGI_gene	gene	4155017	4157029	.	+	.	ChCC-v11007483m.g	2012
chromosome_03	JGI_gene	gene	4157492	4158780	.	-	.	ChCC-v11007484m.g	1288
chromosome_03	JGI_gene	gene	4164297	4167598	.	+	.	ChCC-v11007485m.g	3301
chromosome_03	JGI_gene	gene	4169201	4172463	.	+	.	ChCC-v11007486m.g	3262
chromosome_03	JGI_gene	gene	4172298	4174251	.	-	.	ChCC-v11007489m.g	1953
chromosome_03	JGI_gene	gene	4174078	4176438	.	-	.	ChCC-v11007491m.g	2360
chromosome_03	JGI_gene	gene	4176892	4182106	.	-	.	ChCC-v11007492m.g	5214
chromosome_03	JGI_gene	gene	4181793	4186773	.	+	.	ChCC-v11007495m.g	4980
chromosome_03	JGI_gene	gene	4186680	4191458	.	+	.	ChCC-v11007501m.g	4778
chromosome_03	JGI_gene	gene	4191376	4196566	.	-	.	ChCC-v11007504m.g	5190
chromosome_03	JGI_gene	gene	4196380	4199646	.	+	.	ChCC-v11007505m.g	3266
chromosome_03	JGI_gene	gene	4200816	4202871	.	-	.	ChCC-v11007507m.g	2055
chromosome_03	JGI_gene	gene	4202287	4210453	.	+	.	ChCC-v11007508m.g	8166
chromosome_03	JGI_gene	gene	4209937	4213682	.	-	.	ChCC-v11007510m.g	3745
chromosome_03	JGI_gene	gene	4215521	4222130	.	-	.	ChCC-v11007511m.g	6609
chromosome_03	JGI_gene	gene	4222643	4227028	.	-	.	ChCC-v11007512m.g	4385
chromosome_03	JGI_gene	gene	4226996	4230791	.	+	.	ChCC-v11007514m.g	3795
chromosome_03	JGI_gene	gene	4233072	4237947	.	+	.	ChCC-v11007517m.g	4875
chromosome_03	JGI_gene	gene	4237623	4241861	.	-	.	ChCC-v11007524m.g	4238
chromosome_03	JGI_gene	gene	4242110	4247383	.	+	.	ChCC-v11007525m.g	5273
chromosome_03	JGI_gene	gene	4247099	4253994	.	-	.	ChCC-v11007526m.g	6895
chromosome_03	JGI_gene	gene	4254070	4268669	.	+	.	ChCC-v11007527m.g	14599
chromosome_03	JGI_gene	gene	4268180	4274822	.	+	.	ChCC-v11007530m.g	6642
chromosome_03	JGI_gene	gene	4275485	4278771	.	+	.	ChCC-v11007531m.g	3286
chromosome_03	JGI_gene	gene	4279983	4297046	.	+	.	ChCC-v11007534m.g	17063
chromosome_03	JGI_gene	gene	4296902	4299267	.	+	.	ChCC-v11007537m.g	2365
chromosome_03	JGI_gene	gene	4299248	4304555	.	-	.	ChCC-v11007540m.g	5307
chromosome_03	JGI_gene	gene	4304151	4309106	.	+	.	ChCC-v11007542m.g	4955
chromosome_03	JGI_gene	gene	4308542	4311497	.	-	.	ChCC-v11007543m.g	2955
chromosome_03	JGI_gene	gene	4311321	4313934	.	+	.	ChCC-v11007544m.g	2613
chromosome_03	JGI_gene	gene	4313652	4316866	.	+	.	ChCC-v11007545m.g	3214
chromosome_03	JGI_gene	gene	4317544	4321178	.	+	.	ChCC-v11007548m.g	3634
chromosome_03	JGI_gene	gene	4321947	4324676	.	-	.	ChCC-v11007552m.g	2729
chromosome_03	JGI_gene	gene	4325752	4327819	.	-	.	ChCC-v11007553m.g	2067
chromosome_03	JGI_gene	gene	4327919	4338295	.	-	.	ChCC-v11007555m.g	10376
chromosome_03	JGI_gene	gene	4341085	4342495	.	-	.	ChCC-v11007556m.g	1410
chromosome_03	JGI_gene	gene	4344452	4348026	.	-	.	ChCC-v11007558m.g	3574
chromosome_03	JGI_gene	gene	4350940	4354906	.	-	.	ChCC-v11007561m.g	3966
chromosome_03	JGI_gene	gene	4354686	4357762	.	+	.	ChCC-v11007562m.g	3076
chromosome_03	JGI_gene	gene	4357489	4361005	.	-	.	ChCC-v11007563m.g	3516
chromosome_03	JGI_gene	gene	4361080	4367112	.	+	.	ChCC-v11007564m.g	6032
chromosome_03	JGI_gene	gene	4367515	4371973	.	+	.	ChCC-v11007565m.g	4458
chromosome_03	JGI_gene	gene	4371140	4385314	.	+	.	ChCC-v11007569m.g	14174
chromosome_03	JGI_gene	gene	4382487	4390432	.	+	.	ChCC-v11007570m.g	7945
chromosome_03	JGI_gene	gene	4390868	4394975	.	+	.	ChCC-v11007572m.g	4107
chromosome_03	JGI_gene	gene	4394910	4406529	.	-	.	ChCC-v11007576m.g	11619
chromosome_03	JGI_gene	gene	4405427	4412795	.	+	.	ChCC-v11007586m.g	7368
chromosome_03	JGI_gene	gene	4412198	4420750	.	-	.	ChCC-v11007591m.g	8552
chromosome_03	JGI_gene	gene	4420539	4426275	.	+	.	ChCC-v11007592m.g	5736
chromosome_03	JGI_gene	gene	4426825	4429565	.	+	.	ChCC-v11007594m.g	2740
chromosome_03	JGI_gene	gene	4429354	4433509	.	-	.	ChCC-v11007595m.g	4155
chromosome_03	JGI_gene	gene	4433479	4440077	.	-	.	ChCC-v11007599m.g	6598
chromosome_03	JGI_gene	gene	4440199	4442338	.	-	.	ChCC-v11007600m.g	2139
chromosome_03	JGI_gene	gene	4441852	4444738	.	-	.	ChCC-v11007601m.g	2886
chromosome_03	JGI_gene	gene	4444568	4452495	.	+	.	ChCC-v11007602m.g	7927
chromosome_03	JGI_gene	gene	4452862	4453997	.	+	.	ChCC-v11007604m.g	1135
chromosome_03	JGI_gene	gene	4454377	4471478	.	+	.	ChCC-v11007606m.g	17101
chromosome_03	JGI_gene	gene	4472839	4486305	.	-	.	ChCC-v11007614m.g	13466
chromosome_03	JGI_gene	gene	4486649	4492333	.	-	.	ChCC-v11007615m.g	5684
chromosome_03	JGI_gene	gene	4492283	4498074	.	-	.	ChCC-v11007618m.g	5791
chromosome_03	JGI_gene	gene	4497877	4500672	.	-	.	ChCC-v11007622m.g	2795
chromosome_03	JGI_gene	gene	4500751	4505144	.	+	.	ChCC-v11007623m.g	4393
chromosome_03	JGI_gene	gene	4504610	4509684	.	+	.	ChCC-v11007624m.g	5074
chromosome_03	JGI_gene	gene	4509493	4522075	.	-	.	ChCC-v11007627m.g	12582
chromosome_03	JGI_gene	gene	4518090	4526803	.	+	.	ChCC-v11007628m.g	8713
chromosome_03	JGI_gene	gene	4526711	4534102	.	-	.	ChCC-v11007629m.g	7391
chromosome_03	JGI_gene	gene	4534768	4538609	.	+	.	ChCC-v11007630m.g	3841
chromosome_03	JGI_gene	gene	4538465	4541552	.	-	.	ChCC-v11007631m.g	3087
chromosome_03	JGI_gene	gene	4541625	4544634	.	+	.	ChCC-v11007632m.g	3009
chromosome_03	JGI_gene	gene	4545878	4547206	.	+	.	ChCC-v11007633m.g	1328
chromosome_03	JGI_gene	gene	4547136	4551830	.	-	.	ChCC-v11007635m.g	4694
chromosome_03	JGI_gene	gene	4552193	4555281	.	+	.	ChCC-v11007636m.g	3088
chromosome_03	JGI_gene	gene	4555951	4561867	.	+	.	ChCC-v11007638m.g	5916
chromosome_03	JGI_gene	gene	4561333	4567599	.	+	.	ChCC-v11007639m.g	6266
chromosome_03	JGI_gene	gene	4567754	4572538	.	+	.	ChCC-v11007640m.g	4784
chromosome_03	JGI_gene	gene	4572795	4578343	.	+	.	ChCC-v11007641m.g	5548
chromosome_03	JGI_gene	gene	4581552	4582925	.	-	.	ChCC-v11007645m.g	1373
chromosome_03	JGI_gene	gene	4583909	4587083	.	-	.	ChCC-v11007647m.g	3174
chromosome_03	JGI_gene	gene	4586820	4594875	.	+	.	ChCC-v11007648m.g	8055
chromosome_03	JGI_gene	gene	4595016	4597931	.	+	.	ChCC-v11007649m.g	2915
chromosome_03	JGI_gene	gene	4597649	4605113	.	-	.	ChCC-v11007650m.g	7464
chromosome_03	JGI_gene	gene	4605078	4608334	.	+	.	ChCC-v11007651m.g	3256
chromosome_03	JGI_gene	gene	4608601	4612388	.	-	.	ChCC-v11007657m.g	3787
chromosome_03	JGI_gene	gene	4612294	4616899	.	+	.	ChCC-v11007658m.g	4605
chromosome_03	JGI_gene	gene	4616766	4620543	.	-	.	ChCC-v11007659m.g	3777
chromosome_03	JGI_gene	gene	4620687	4625198	.	-	.	ChCC-v11007660m.g	4511
chromosome_03	JGI_gene	gene	4624686	4636025	.	+	.	ChCC-v11007662m.g	11339
chromosome_03	JGI_gene	gene	4637218	4639933	.	-	.	ChCC-v11007664m.g	2715
chromosome_03	JGI_gene	gene	4640303	4644116	.	-	.	ChCC-v11007665m.g	3813
chromosome_03	JGI_gene	gene	4644445	4649254	.	-	.	ChCC-v11007666m.g	4809
chromosome_03	JGI_gene	gene	4649316	4661839	.	+	.	ChCC-v11007667m.g	12523
chromosome_03	JGI_gene	gene	4662198	4665970	.	+	.	ChCC-v11007668m.g	3772
chromosome_03	JGI_gene	gene	4666388	4670401	.	+	.	ChCC-v11007669m.g	4013
chromosome_03	JGI_gene	gene	4670936	4675662	.	+	.	ChCC-v11007670m.g	4726
chromosome_03	JGI_gene	gene	4676712	4680093	.	+	.	ChCC-v11007673m.g	3381
chromosome_03	JGI_gene	gene	4680375	4682923	.	+	.	ChCC-v11007674m.g	2548
chromosome_03	JGI_gene	gene	4684890	4690836	.	+	.	ChCC-v11007676m.g	5946
chromosome_03	JGI_gene	gene	4694741	4707182	.	+	.	ChCC-v11007679m.g	12441
chromosome_03	JGI_gene	gene	4707531	4711958	.	+	.	ChCC-v11007683m.g	4427
chromosome_03	JGI_gene	gene	4712908	4716705	.	+	.	ChCC-v11007687m.g	3797
chromosome_03	JGI_gene	gene	4732682	4739042	.	+	.	ChCC-v11007689m.g	6360
chromosome_03	JGI_gene	gene	4740096	4743856	.	+	.	ChCC-v11007691m.g	3760
chromosome_03	JGI_gene	gene	4744089	4759515	.	+	.	ChCC-v11007695m.g	15426
chromosome_03	JGI_gene	gene	4760104	4767272	.	+	.	ChCC-v11007697m.g	7168
chromosome_03	JGI_gene	gene	4767080	4773198	.	+	.	ChCC-v11007700m.g	6118
chromosome_03	JGI_gene	gene	4773108	4775340	.	-	.	ChCC-v11007702m.g	2232
chromosome_03	JGI_gene	gene	4775643	4776580	.	-	.	ChCC-v11007704m.g	937
chromosome_03	JGI_gene	gene	4776920	4783214	.	-	.	ChCC-v11007705m.g	6294
chromosome_03	JGI_gene	gene	4783333	4787231	.	-	.	ChCC-v11007706m.g	3898
chromosome_03	JGI_gene	gene	4787211	4798878	.	+	.	ChCC-v11007708m.g	11667
chromosome_03	JGI_gene	gene	4798693	4802294	.	-	.	ChCC-v11007712m.g	3601
chromosome_03	JGI_gene	gene	4802248	4803780	.	+	.	ChCC-v11007713m.g	1532
chromosome_03	JGI_gene	gene	4803486	4807017	.	+	.	ChCC-v11007714m.g	3531
chromosome_03	JGI_gene	gene	4807155	4830314	.	+	.	ChCC-v11007717m.g	23159
chromosome_03	JGI_gene	gene	4831690	4833688	.	+	.	ChCC-v11007725m.g	1998
chromosome_03	JGI_gene	gene	4833505	4836434	.	-	.	ChCC-v11007726m.g	2929
chromosome_03	JGI_gene	gene	4836439	4838341	.	+	.	ChCC-v11007727m.g	1902
chromosome_03	JGI_gene	gene	4838822	4840002	.	-	.	ChCC-v11007729m.g	1180
