seq_id	source	type	start	end	score	strand	phase	attributes	genename
chromosome_02	JGI_gene	mRNA	3088703	3095159	.	+	.	ID=PAC4GC:75161256	ChCC-v11003950m.g
chromosome_02	JGI_gene	mRNA	3088816	3095959	.	+	.	ID=PAC4GC:75161255	ChCC-v11003950m.g
chromosome_02	JGI_gene	mRNA	3096262	3100638	.	+	.	ID=PAC4GC:75162080	ChCC-v11003951m.g
chromosome_02	JGI_gene	mRNA	3100812	3103653	.	+	.	ID=PAC4GC:75161718	ChCC-v11003952m.g
chromosome_02	JGI_gene	mRNA	3105897	3108544	.	+	.	ID=PAC4GC:75162306	ChCC-v11003955m.g
chromosome_02	JGI_gene	mRNA	3108490	3114043	.	-	.	ID=PAC4GC:75160625	ChCC-v11003957m.g
chromosome_02	JGI_gene	mRNA	3115694	3121239	.	-	.	ID=PAC4GC:75160125	ChCC-v11003958m.g
chromosome_02	JGI_gene	mRNA	3121649	3123314	.	+	.	ID=PAC4GC:75161191	ChCC-v11003960m.g
chromosome_02	JGI_gene	mRNA	3124451	3127962	.	-	.	ID=PAC4GC:75161550	ChCC-v11003962m.g
chromosome_02	JGI_gene	mRNA	3128853	3133471	.	+	.	ID=PAC4GC:75162294	ChCC-v11003963m.g
chromosome_02	JGI_gene	mRNA	3134018	3140843	.	+	.	ID=PAC4GC:75160552	ChCC-v11003966m.g
chromosome_02	JGI_gene	mRNA	3140867	3142062	.	-	.	ID=PAC4GC:75159879	ChCC-v11003967m.g
chromosome_02	JGI_gene	mRNA	3142063	3144556	.	-	.	ID=PAC4GC:75159573	ChCC-v11003968m.g
chromosome_02	JGI_gene	mRNA	3143763	3147048	.	+	.	ID=PAC4GC:75162535	ChCC-v11003971m.g
chromosome_02	JGI_gene	mRNA	3144698	3147048	.	+	.	ID=PAC4GC:75162536	ChCC-v11003971m.g
chromosome_02	JGI_gene	mRNA	3143928	3147048	.	+	.	ID=PAC4GC:75162532	ChCC-v11003971m.g
chromosome_02	JGI_gene	mRNA	3143928	3147048	.	+	.	ID=PAC4GC:75162533	ChCC-v11003971m.g
chromosome_02	JGI_gene	mRNA	3143742	3147048	.	+	.	ID=PAC4GC:75162534	ChCC-v11003971m.g
chromosome_02	JGI_gene	mRNA	3149711	3167012	.	-	.	ID=PAC4GC:75159703	ChCC-v11003975m.g
chromosome_02	JGI_gene	mRNA	3166861	3170393	.	+	.	ID=PAC4GC:75161138	ChCC-v11003976m.g
chromosome_02	JGI_gene	mRNA	3170863	3175731	.	+	.	ID=PAC4GC:75159756	ChCC-v11003977m.g
chromosome_02	JGI_gene	mRNA	3176663	3183008	.	+	.	ID=PAC4GC:75160604	ChCC-v11003978m.g
chromosome_02	JGI_gene	mRNA	3186638	3187552	.	+	.	ID=PAC4GC:75162430	ChCC-v11003981m.g
chromosome_02	JGI_gene	mRNA	3188618	3192864	.	-	.	ID=PAC4GC:75162095	ChCC-v11003985m.g
chromosome_02	JGI_gene	mRNA	3188618	3197808	.	-	.	ID=PAC4GC:75162094	ChCC-v11003985m.g
chromosome_02	JGI_gene	mRNA	3197599	3201890	.	-	.	ID=PAC4GC:75159943	ChCC-v11003986m.g
chromosome_02	JGI_gene	mRNA	3202819	3204397	.	-	.	ID=PAC4GC:75160770	ChCC-v11003987m.g
chromosome_02	JGI_gene	mRNA	3204426	3210489	.	+	.	ID=PAC4GC:75161962	ChCC-v11003988m.g
chromosome_02	JGI_gene	mRNA	3209295	3217778	.	-	.	ID=PAC4GC:75161498	ChCC-v11003990m.g
chromosome_02	JGI_gene	mRNA	3217743	3226769	.	+	.	ID=PAC4GC:75159895	ChCC-v11003991m.g
chromosome_02	JGI_gene	mRNA	3226647	3230957	.	+	.	ID=PAC4GC:75162227	ChCC-v11003994m.g
chromosome_02	JGI_gene	mRNA	3227768	3231278	.	+	.	ID=PAC4GC:75162229	ChCC-v11003994m.g
chromosome_02	JGI_gene	mRNA	3232900	3237087	.	+	.	ID=PAC4GC:75161210	ChCC-v11004000m.g
chromosome_02	JGI_gene	mRNA	3237253	3241933	.	+	.	ID=PAC4GC:75159968	ChCC-v11004002m.g
chromosome_02	JGI_gene	mRNA	3240998	3245947	.	-	.	ID=PAC4GC:75159531	ChCC-v11004004m.g
chromosome_02	JGI_gene	mRNA	3246724	3254244	.	-	.	ID=PAC4GC:75159762	ChCC-v11004007m.g
chromosome_02	JGI_gene	mRNA	3254319	3261113	.	-	.	ID=PAC4GC:75160877	ChCC-v11004008m.g
chromosome_02	JGI_gene	mRNA	3261190	3273673	.	+	.	ID=PAC4GC:75161104	ChCC-v11004009m.g
chromosome_02	JGI_gene	mRNA	3273675	3276867	.	+	.	ID=PAC4GC:75159825	ChCC-v11004011m.g
chromosome_02	JGI_gene	mRNA	3276565	3277417	.	-	.	ID=PAC4GC:75162361	ChCC-v11004012m.g
chromosome_02	JGI_gene	mRNA	3277970	3280487	.	-	.	ID=PAC4GC:75162587	ChCC-v11004013m.g
chromosome_02	JGI_gene	mRNA	3280531	3282864	.	+	.	ID=PAC4GC:75162515	ChCC-v11004014m.g
chromosome_02	JGI_gene	mRNA	3288883	3292633	.	+	.	ID=PAC4GC:75160416	ChCC-v11004015m.g
chromosome_02	JGI_gene	mRNA	3283070	3292525	.	+	.	ID=PAC4GC:75160415	ChCC-v11004015m.g
chromosome_02	JGI_gene	mRNA	3292763	3296664	.	-	.	ID=PAC4GC:75161774	ChCC-v11004017m.g
chromosome_02	JGI_gene	mRNA	3296583	3304320	.	-	.	ID=PAC4GC:75162140	ChCC-v11004018m.g
chromosome_02	JGI_gene	mRNA	3304342	3309849	.	+	.	ID=PAC4GC:75160426	ChCC-v11004020m.g
chromosome_02	JGI_gene	mRNA	3311436	3326751	.	+	.	ID=PAC4GC:75162254	ChCC-v11004021m.g
chromosome_02	JGI_gene	mRNA	3326784	3332120	.	-	.	ID=PAC4GC:75161453	ChCC-v11004026m.g
chromosome_02	JGI_gene	mRNA	3332115	3338690	.	+	.	ID=PAC4GC:75162529	ChCC-v11004027m.g
chromosome_02	JGI_gene	mRNA	3338733	3342899	.	+	.	ID=PAC4GC:75161048	ChCC-v11004028m.g
chromosome_02	JGI_gene	mRNA	3344626	3348831	.	-	.	ID=PAC4GC:75159708	ChCC-v11004031m.g
chromosome_02	JGI_gene	mRNA	3351511	3357465	.	-	.	ID=PAC4GC:75160390	ChCC-v11004032m.g
chromosome_02	JGI_gene	mRNA	3357674	3360978	.	-	.	ID=PAC4GC:75160731	ChCC-v11004034m.g
chromosome_02	JGI_gene	mRNA	3361267	3365452	.	+	.	ID=PAC4GC:75160076	ChCC-v11004035m.g
chromosome_02	JGI_gene	mRNA	3365524	3370608	.	-	.	ID=PAC4GC:75161203	ChCC-v11004037m.g
chromosome_02	JGI_gene	mRNA	3366078	3370608	.	-	.	ID=PAC4GC:75161202	ChCC-v11004037m.g
chromosome_02	JGI_gene	mRNA	3370655	3374705	.	+	.	ID=PAC4GC:75159941	ChCC-v11004038m.g
chromosome_02	JGI_gene	mRNA	3374430	3379040	.	-	.	ID=PAC4GC:75161664	ChCC-v11004040m.g
chromosome_02	JGI_gene	mRNA	3379010	3384794	.	+	.	ID=PAC4GC:75159826	ChCC-v11004041m.g
chromosome_02	JGI_gene	mRNA	3384532	3387421	.	-	.	ID=PAC4GC:75161314	ChCC-v11004043m.g
chromosome_02	JGI_gene	mRNA	3387425	3393761	.	+	.	ID=PAC4GC:75161748	ChCC-v11004044m.g
chromosome_02	JGI_gene	mRNA	3393253	3397678	.	+	.	ID=PAC4GC:75159962	ChCC-v11004045m.g
chromosome_02	JGI_gene	mRNA	3393699	3404816	.	-	.	ID=PAC4GC:75159527	ChCC-v11004047m.g
chromosome_02	JGI_gene	mRNA	3407848	3417362	.	-	.	ID=PAC4GC:75161382	ChCC-v11004052m.g
chromosome_02	JGI_gene	mRNA	3407848	3417362	.	-	.	ID=PAC4GC:75161381	ChCC-v11004052m.g
chromosome_02	JGI_gene	mRNA	3417637	3422829	.	-	.	ID=PAC4GC:75160290	ChCC-v11004053m.g
chromosome_02	JGI_gene	mRNA	3422739	3432911	.	+	.	ID=PAC4GC:75159554	ChCC-v11004054m.g
chromosome_02	JGI_gene	mRNA	3432933	3449200	.	-	.	ID=PAC4GC:75160860	ChCC-v11004057m.g
chromosome_02	JGI_gene	mRNA	3432933	3449200	.	-	.	ID=PAC4GC:75160859	ChCC-v11004057m.g
chromosome_02	JGI_gene	mRNA	3433499	3449200	.	-	.	ID=PAC4GC:75160858	ChCC-v11004057m.g
chromosome_02	JGI_gene	mRNA	3450873	3454698	.	+	.	ID=PAC4GC:75162231	ChCC-v11004058m.g
chromosome_02	JGI_gene	mRNA	3454355	3460250	.	-	.	ID=PAC4GC:75161657	ChCC-v11004059m.g
chromosome_02	JGI_gene	mRNA	3461704	3465908	.	-	.	ID=PAC4GC:75160223	ChCC-v11004067m.g
chromosome_02	JGI_gene	mRNA	3461840	3470499	.	-	.	ID=PAC4GC:75160217	ChCC-v11004067m.g
chromosome_02	JGI_gene	mRNA	3470441	3473365	.	+	.	ID=PAC4GC:75161755	ChCC-v11004072m.g
chromosome_02	JGI_gene	mRNA	3473794	3476580	.	+	.	ID=PAC4GC:75159723	ChCC-v11004073m.g
chromosome_02	JGI_gene	mRNA	3474188	3476581	.	+	.	ID=PAC4GC:75159724	ChCC-v11004073m.g
chromosome_02	JGI_gene	mRNA	3476102	3493909	.	+	.	ID=PAC4GC:75160167	ChCC-v11004075m.g
chromosome_02	JGI_gene	mRNA	3485598	3510827	.	+	.	ID=PAC4GC:75162300	ChCC-v11004077m.g
chromosome_02	JGI_gene	mRNA	3514661	3529929	.	-	.	ID=PAC4GC:75161842	ChCC-v11004079m.g
chromosome_02	JGI_gene	mRNA	3514651	3529929	.	-	.	ID=PAC4GC:75161841	ChCC-v11004079m.g
chromosome_02	JGI_gene	mRNA	3531239	3533705	.	+	.	ID=PAC4GC:75161292	ChCC-v11004083m.g
chromosome_02	JGI_gene	mRNA	3533337	3546161	.	-	.	ID=PAC4GC:75160296	ChCC-v11004084m.g
chromosome_02	JGI_gene	mRNA	3546109	3548007	.	+	.	ID=PAC4GC:75161359	ChCC-v11004085m.g
chromosome_02	JGI_gene	mRNA	3546203	3548007	.	+	.	ID=PAC4GC:75161360	ChCC-v11004085m.g
chromosome_02	JGI_gene	mRNA	3548195	3550719	.	+	.	ID=PAC4GC:75161803	ChCC-v11004087m.g
chromosome_02	JGI_gene	mRNA	3552567	3555011	.	-	.	ID=PAC4GC:75160873	ChCC-v11004091m.g
chromosome_02	JGI_gene	mRNA	3560497	3568315	.	-	.	ID=PAC4GC:75159722	ChCC-v11004093m.g
chromosome_02	JGI_gene	mRNA	3572867	3576469	.	+	.	ID=PAC4GC:75161500	ChCC-v11004095m.g
chromosome_02	JGI_gene	mRNA	3577147	3579875	.	-	.	ID=PAC4GC:75162718	ChCC-v11004101m.g
chromosome_02	JGI_gene	mRNA	3578537	3588420	.	-	.	ID=PAC4GC:75162716	ChCC-v11004101m.g
chromosome_02	JGI_gene	mRNA	3578537	3588420	.	-	.	ID=PAC4GC:75162715	ChCC-v11004101m.g
chromosome_02	JGI_gene	mRNA	3578537	3588420	.	-	.	ID=PAC4GC:75162714	ChCC-v11004101m.g
chromosome_02	JGI_gene	mRNA	3588965	3594559	.	-	.	ID=PAC4GC:75162136	ChCC-v11004104m.g
chromosome_02	JGI_gene	mRNA	3604407	3608864	.	-	.	ID=PAC4GC:75161106	ChCC-v11004108m.g
chromosome_02	JGI_gene	mRNA	3604407	3608313	.	-	.	ID=PAC4GC:75161107	ChCC-v11004108m.g
chromosome_02	JGI_gene	mRNA	3609549	3611608	.	+	.	ID=PAC4GC:75160885	ChCC-v11004109m.g
chromosome_02	JGI_gene	mRNA	3611995	3626650	.	-	.	ID=PAC4GC:75161736	ChCC-v11004110m.g
chromosome_02	JGI_gene	mRNA	3626774	3630772	.	-	.	ID=PAC4GC:75159847	ChCC-v11004111m.g
chromosome_02	JGI_gene	mRNA	3630620	3638111	.	+	.	ID=PAC4GC:75160031	ChCC-v11004112m.g
chromosome_02	JGI_gene	mRNA	3640047	3640409	.	+	.	ID=PAC4GC:75161487	ChCC-v11004115m.g
chromosome_02	JGI_gene	mRNA	3644548	3647522	.	-	.	ID=PAC4GC:75160311	ChCC-v11004118m.g
chromosome_02	JGI_gene	mRNA	3648473	3652173	.	-	.	ID=PAC4GC:75161499	ChCC-v11004120m.g
chromosome_02	JGI_gene	mRNA	3652452	3656681	.	-	.	ID=PAC4GC:75161446	ChCC-v11004121m.g
chromosome_02	JGI_gene	mRNA	3657034	3660613	.	+	.	ID=PAC4GC:75159623	ChCC-v11004122m.g
chromosome_02	JGI_gene	mRNA	3662666	3671905	.	-	.	ID=PAC4GC:75162333	ChCC-v11004124m.g
chromosome_02	JGI_gene	mRNA	3675075	3676699	.	-	.	ID=PAC4GC:75161053	ChCC-v11004126m.g
chromosome_02	JGI_gene	mRNA	3676619	3677860	.	-	.	ID=PAC4GC:75159748	ChCC-v11004127m.g
chromosome_02	JGI_gene	mRNA	3677874	3682162	.	+	.	ID=PAC4GC:75160973	ChCC-v11004129m.g
chromosome_02	JGI_gene	mRNA	3681934	3687607	.	-	.	ID=PAC4GC:75162639	ChCC-v11004130m.g
chromosome_02	JGI_gene	mRNA	3688237	3691886	.	-	.	ID=PAC4GC:75159929	ChCC-v11004131m.g
chromosome_02	JGI_gene	mRNA	3691989	3693153	.	+	.	ID=PAC4GC:75161821	ChCC-v11004132m.g
chromosome_02	JGI_gene	mRNA	3694828	3695933	.	-	.	ID=PAC4GC:75161418	ChCC-v11004135m.g
chromosome_02	JGI_gene	mRNA	3723586	3726979	.	+	.	ID=PAC4GC:75160342	ChCC-v11004142m.g
chromosome_02	JGI_gene	mRNA	3728701	3729879	.	-	.	ID=PAC4GC:75161846	ChCC-v11004144m.g
chromosome_02	JGI_gene	mRNA	3731092	3734734	.	+	.	ID=PAC4GC:75161879	ChCC-v11004145m.g
chromosome_02	JGI_gene	mRNA	3732187	3734734	.	+	.	ID=PAC4GC:75161880	ChCC-v11004145m.g
chromosome_02	JGI_gene	mRNA	3747474	3754012	.	-	.	ID=PAC4GC:75161545	ChCC-v11004149m.g
chromosome_02	JGI_gene	mRNA	3755673	3759164	.	-	.	ID=PAC4GC:75161025	ChCC-v11004150m.g
chromosome_02	JGI_gene	mRNA	3758856	3768926	.	+	.	ID=PAC4GC:75159800	ChCC-v11004151m.g
chromosome_02	JGI_gene	mRNA	3758856	3768988	.	+	.	ID=PAC4GC:75159799	ChCC-v11004151m.g
chromosome_02	JGI_gene	mRNA	3769361	3774487	.	-	.	ID=PAC4GC:75160396	ChCC-v11004154m.g
chromosome_02	JGI_gene	mRNA	3775623	3780224	.	+	.	ID=PAC4GC:75160513	ChCC-v11004155m.g
chromosome_02	JGI_gene	mRNA	3780185	3785708	.	-	.	ID=PAC4GC:75160919	ChCC-v11004157m.g
chromosome_02	JGI_gene	mRNA	3817644	3820384	.	+	.	ID=PAC4GC:75162557	ChCC-v11004160m.g
chromosome_02	JGI_gene	mRNA	3817622	3820384	.	+	.	ID=PAC4GC:75162558	ChCC-v11004160m.g
chromosome_02	JGI_gene	mRNA	3822023	3829142	.	+	.	ID=PAC4GC:75160890	ChCC-v11004161m.g
chromosome_02	JGI_gene	mRNA	3830336	3830810	.	-	.	ID=PAC4GC:75162241	ChCC-v11004162m.g
chromosome_02	JGI_gene	mRNA	3830817	3833641	.	-	.	ID=PAC4GC:75161942	ChCC-v11004163m.g
chromosome_02	JGI_gene	mRNA	3835161	3841210	.	-	.	ID=PAC4GC:75160445	ChCC-v11004164m.g
chromosome_02	JGI_gene	mRNA	3835161	3841223	.	-	.	ID=PAC4GC:75160444	ChCC-v11004164m.g
chromosome_02	JGI_gene	mRNA	3835161	3841210	.	-	.	ID=PAC4GC:75160443	ChCC-v11004164m.g
chromosome_02	JGI_gene	mRNA	3845412	3851157	.	-	.	ID=PAC4GC:75160655	ChCC-v11004168m.g
chromosome_02	JGI_gene	mRNA	3850917	3857711	.	+	.	ID=PAC4GC:75160667	ChCC-v11004169m.g
chromosome_02	JGI_gene	mRNA	3857932	3862079	.	+	.	ID=PAC4GC:75161778	ChCC-v11004170m.g
chromosome_02	JGI_gene	mRNA	3861924	3865106	.	-	.	ID=PAC4GC:75162429	ChCC-v11004172m.g
chromosome_02	JGI_gene	mRNA	3865373	3877899	.	-	.	ID=PAC4GC:75160498	ChCC-v11004173m.g
chromosome_02	JGI_gene	mRNA	3878540	3884965	.	-	.	ID=PAC4GC:75161502	ChCC-v11004174m.g
chromosome_02	JGI_gene	mRNA	3884938	3888068	.	-	.	ID=PAC4GC:75161595	ChCC-v11004176m.g
chromosome_02	JGI_gene	mRNA	3888992	3895138	.	-	.	ID=PAC4GC:75160503	ChCC-v11004177m.g
chromosome_02	JGI_gene	mRNA	3895225	3897548	.	-	.	ID=PAC4GC:75162238	ChCC-v11004178m.g
chromosome_02	JGI_gene	mRNA	3897585	3900261	.	+	.	ID=PAC4GC:75162246	ChCC-v11004179m.g
chromosome_02	JGI_gene	mRNA	3900159	3901985	.	-	.	ID=PAC4GC:75160398	ChCC-v11004181m.g
chromosome_02	JGI_gene	mRNA	3901907	3906539	.	+	.	ID=PAC4GC:75162357	ChCC-v11004183m.g
chromosome_02	JGI_gene	mRNA	3901883	3906197	.	+	.	ID=PAC4GC:75162358	ChCC-v11004183m.g
chromosome_02	JGI_gene	mRNA	3907907	3910268	.	+	.	ID=PAC4GC:75162739	ChCC-v11004184m.g
chromosome_02	JGI_gene	mRNA	3910922	3912504	.	-	.	ID=PAC4GC:75160017	ChCC-v11004187m.g
chromosome_02	JGI_gene	mRNA	3912670	3919361	.	+	.	ID=PAC4GC:75161250	ChCC-v11004188m.g
chromosome_02	JGI_gene	mRNA	3918952	3925825	.	-	.	ID=PAC4GC:75161714	ChCC-v11004189m.g
chromosome_02	JGI_gene	mRNA	3926123	3928282	.	+	.	ID=PAC4GC:75159953	ChCC-v11004190m.g
chromosome_02	JGI_gene	mRNA	3929275	3933764	.	-	.	ID=PAC4GC:75161541	ChCC-v11004193m.g
chromosome_02	JGI_gene	mRNA	3929279	3934891	.	-	.	ID=PAC4GC:75161540	ChCC-v11004193m.g
chromosome_02	JGI_gene	mRNA	3938269	3942524	.	+	.	ID=PAC4GC:75161610	ChCC-v11004194m.g
chromosome_02	JGI_gene	mRNA	3942586	3942801	.	+	.	ID=PAC4GC:75160118	ChCC-v11004197m.g
chromosome_02	JGI_gene	mRNA	3943921	3947523	.	-	.	ID=PAC4GC:75160962	ChCC-v11004198m.g
chromosome_02	JGI_gene	mRNA	3948047	3949793	.	-	.	ID=PAC4GC:75159916	ChCC-v11004201m.g
chromosome_02	JGI_gene	mRNA	3949807	3953452	.	-	.	ID=PAC4GC:75161031	ChCC-v11004202m.g
chromosome_02	JGI_gene	mRNA	3954055	3954914	.	-	.	ID=PAC4GC:75160665	ChCC-v11004204m.g
chromosome_02	JGI_gene	mRNA	3955781	3960074	.	+	.	ID=PAC4GC:75161876	ChCC-v11004205m.g
chromosome_02	JGI_gene	mRNA	3955102	3960074	.	+	.	ID=PAC4GC:75161875	ChCC-v11004205m.g
chromosome_02	JGI_gene	mRNA	3960985	3963530	.	-	.	ID=PAC4GC:75159971	ChCC-v11004208m.g
chromosome_02	JGI_gene	mRNA	3960985	3966460	.	-	.	ID=PAC4GC:75159969	ChCC-v11004208m.g
chromosome_02	JGI_gene	mRNA	3960985	3964930	.	-	.	ID=PAC4GC:75159970	ChCC-v11004208m.g
chromosome_02	JGI_gene	mRNA	3965820	3971017	.	+	.	ID=PAC4GC:75160378	ChCC-v11004211m.g
chromosome_02	JGI_gene	mRNA	3970967	3976909	.	+	.	ID=PAC4GC:75159733	ChCC-v11004213m.g
chromosome_02	JGI_gene	mRNA	3971833	3976931	.	+	.	ID=PAC4GC:75159734	ChCC-v11004213m.g
chromosome_02	JGI_gene	mRNA	3977711	3986707	.	+	.	ID=PAC4GC:75161020	ChCC-v11004216m.g
chromosome_02	JGI_gene	mRNA	3977711	3986707	.	+	.	ID=PAC4GC:75161019	ChCC-v11004216m.g
chromosome_02	JGI_gene	mRNA	3986923	3991667	.	-	.	ID=PAC4GC:75160734	ChCC-v11004220m.g
chromosome_02	JGI_gene	mRNA	3986921	3991666	.	-	.	ID=PAC4GC:75160735	ChCC-v11004220m.g
chromosome_02	JGI_gene	mRNA	3992701	3998322	.	+	.	ID=PAC4GC:75161063	ChCC-v11004225m.g
chromosome_02	JGI_gene	mRNA	3992812	3998820	.	+	.	ID=PAC4GC:75161059	ChCC-v11004225m.g
chromosome_02	JGI_gene	mRNA	3998111	4005396	.	-	.	ID=PAC4GC:75160346	ChCC-v11004227m.g
chromosome_02	JGI_gene	mRNA	4006779	4008818	.	-	.	ID=PAC4GC:75161911	ChCC-v11004231m.g
chromosome_02	JGI_gene	mRNA	4009099	4017903	.	+	.	ID=PAC4GC:75159655	ChCC-v11004232m.g
chromosome_02	JGI_gene	mRNA	4017844	4025997	.	-	.	ID=PAC4GC:75159646	ChCC-v11004235m.g
chromosome_02	JGI_gene	mRNA	4025973	4031426	.	-	.	ID=PAC4GC:75160111	ChCC-v11004236m.g
chromosome_02	JGI_gene	mRNA	4031215	4036944	.	-	.	ID=PAC4GC:75161308	ChCC-v11004242m.g
chromosome_02	JGI_gene	mRNA	4031196	4035603	.	-	.	ID=PAC4GC:75161311	ChCC-v11004242m.g
chromosome_02	JGI_gene	mRNA	4036453	4041041	.	+	.	ID=PAC4GC:75159736	ChCC-v11004245m.g
chromosome_02	JGI_gene	mRNA	4036453	4040812	.	+	.	ID=PAC4GC:75159738	ChCC-v11004245m.g
chromosome_02	JGI_gene	mRNA	4040255	4043898	.	-	.	ID=PAC4GC:75162531	ChCC-v11004247m.g
chromosome_02	JGI_gene	mRNA	4043796	4047256	.	+	.	ID=PAC4GC:75161493	ChCC-v11004248m.g
chromosome_02	JGI_gene	mRNA	4060157	4062864	.	+	.	ID=PAC4GC:75160299	ChCC-v11004250m.g
chromosome_02	JGI_gene	mRNA	4047636	4059327	.	+	.	ID=PAC4GC:75160298	ChCC-v11004250m.g
chromosome_02	JGI_gene	mRNA	4062713	4068311	.	-	.	ID=PAC4GC:75160819	ChCC-v11004255m.g
chromosome_02	JGI_gene	mRNA	4062762	4078507	.	-	.	ID=PAC4GC:75160816	ChCC-v11004255m.g
chromosome_02	JGI_gene	mRNA	4078508	4083102	.	-	.	ID=PAC4GC:75161346	ChCC-v11004258m.g
chromosome_02	JGI_gene	mRNA	4083757	4089975	.	-	.	ID=PAC4GC:75160634	ChCC-v11004259m.g
chromosome_02	JGI_gene	mRNA	4090184	4103834	.	-	.	ID=PAC4GC:75159667	ChCC-v11004260m.g
chromosome_02	JGI_gene	mRNA	4108421	4112664	.	-	.	ID=PAC4GC:75160196	ChCC-v11004261m.g
chromosome_02	JGI_gene	mRNA	4113651	4114806	.	+	.	ID=PAC4GC:75162139	ChCC-v11004263m.g
chromosome_02	JGI_gene	mRNA	4113235	4114804	.	+	.	ID=PAC4GC:75162137	ChCC-v11004263m.g
chromosome_02	JGI_gene	mRNA	4116056	4118100	.	-	.	ID=PAC4GC:75162601	ChCC-v11004267m.g
chromosome_02	JGI_gene	mRNA	4123528	4125226	.	+	.	ID=PAC4GC:75161639	ChCC-v11004268m.g
chromosome_02	JGI_gene	mRNA	4118598	4125096	.	+	.	ID=PAC4GC:75161638	ChCC-v11004268m.g
chromosome_02	JGI_gene	mRNA	4125923	4133845	.	-	.	ID=PAC4GC:75160271	ChCC-v11004272m.g
chromosome_02	JGI_gene	mRNA	4125915	4133845	.	-	.	ID=PAC4GC:75160270	ChCC-v11004272m.g
chromosome_02	JGI_gene	mRNA	4134448	4137591	.	+	.	ID=PAC4GC:75160472	ChCC-v11004274m.g
chromosome_02	JGI_gene	mRNA	4133583	4137591	.	+	.	ID=PAC4GC:75160471	ChCC-v11004274m.g
chromosome_02	JGI_gene	mRNA	4137504	4138431	.	+	.	ID=PAC4GC:75159920	ChCC-v11004276m.g
chromosome_02	JGI_gene	mRNA	4139364	4140509	.	+	.	ID=PAC4GC:75161960	ChCC-v11004277m.g
chromosome_02	JGI_gene	mRNA	4141828	4142253	.	+	.	ID=PAC4GC:75162712	ChCC-v11004279m.g
chromosome_02	JGI_gene	mRNA	4141903	4142404	.	+	.	ID=PAC4GC:75162713	ChCC-v11004279m.g
chromosome_02	JGI_gene	mRNA	4143408	4147272	.	+	.	ID=PAC4GC:75160981	ChCC-v11004282m.g
chromosome_02	JGI_gene	mRNA	4143506	4147867	.	+	.	ID=PAC4GC:75160978	ChCC-v11004282m.g
chromosome_02	JGI_gene	mRNA	4147155	4148218	.	+	.	ID=PAC4GC:75160794	ChCC-v11004285m.g
chromosome_02	JGI_gene	mRNA	4150822	4162523	.	-	.	ID=PAC4GC:75161761	ChCC-v11004290m.g
chromosome_02	JGI_gene	mRNA	4162623	4164326	.	+	.	ID=PAC4GC:75160258	ChCC-v11004291m.g
chromosome_02	JGI_gene	mRNA	4165129	4171451	.	+	.	ID=PAC4GC:75161090	ChCC-v11004292m.g
chromosome_02	JGI_gene	mRNA	4170987	4175925	.	-	.	ID=PAC4GC:75162686	ChCC-v11004294m.g
chromosome_02	JGI_gene	mRNA	4175860	4177722	.	+	.	ID=PAC4GC:75160967	ChCC-v11004296m.g
chromosome_02	JGI_gene	mRNA	4177068	4179302	.	-	.	ID=PAC4GC:75162326	ChCC-v11004297m.g
chromosome_02	JGI_gene	mRNA	4179149	4182966	.	-	.	ID=PAC4GC:75162046	ChCC-v11004298m.g
chromosome_02	JGI_gene	mRNA	4183266	4202778	.	+	.	ID=PAC4GC:75162442	ChCC-v11004301m.g
chromosome_02	JGI_gene	mRNA	4183266	4202903	.	+	.	ID=PAC4GC:75162440	ChCC-v11004301m.g
chromosome_02	JGI_gene	mRNA	4183266	4202903	.	+	.	ID=PAC4GC:75162441	ChCC-v11004301m.g
chromosome_02	JGI_gene	mRNA	4183266	4202778	.	+	.	ID=PAC4GC:75162439	ChCC-v11004301m.g
chromosome_02	JGI_gene	mRNA	4204729	4208503	.	-	.	ID=PAC4GC:75162350	ChCC-v11004307m.g
chromosome_02	JGI_gene	mRNA	4209730	4216941	.	-	.	ID=PAC4GC:75161536	ChCC-v11004310m.g
chromosome_02	JGI_gene	mRNA	4209730	4221679	.	-	.	ID=PAC4GC:75161535	ChCC-v11004310m.g
chromosome_02	JGI_gene	mRNA	4209730	4222391	.	-	.	ID=PAC4GC:75161534	ChCC-v11004310m.g
chromosome_02	JGI_gene	mRNA	4224047	4227131	.	-	.	ID=PAC4GC:75162425	ChCC-v11004311m.g
chromosome_02	JGI_gene	mRNA	4227484	4232004	.	-	.	ID=PAC4GC:75162475	ChCC-v11004312m.g
chromosome_02	JGI_gene	mRNA	4230761	4238958	.	+	.	ID=PAC4GC:75159988	ChCC-v11004318m.g
chromosome_02	JGI_gene	mRNA	4230761	4239270	.	+	.	ID=PAC4GC:75159986	ChCC-v11004318m.g
chromosome_02	JGI_gene	mRNA	4230761	4239270	.	+	.	ID=PAC4GC:75159987	ChCC-v11004318m.g
chromosome_02	JGI_gene	mRNA	4238485	4245733	.	-	.	ID=PAC4GC:75161156	ChCC-v11004319m.g
chromosome_02	JGI_gene	mRNA	4238485	4245573	.	-	.	ID=PAC4GC:75161157	ChCC-v11004319m.g
chromosome_02	JGI_gene	mRNA	4245663	4249215	.	-	.	ID=PAC4GC:75161434	ChCC-v11004322m.g
chromosome_02	JGI_gene	mRNA	4249036	4253810	.	-	.	ID=PAC4GC:75161874	ChCC-v11004323m.g
