level_0	index	value	expression	gene	k0	k4	k0:k4	value_group	GENEID
Cre16.g691800	ChCC-v11032475m.g	3	high		0.0170323621490737	0.183191681580961	0.09297563078237425	(3.0, 4.0]	
Cre07.g325200	ChCC-v11015382m.g	3	neither		0.0649323748766777	0.3279103548170586	0.1980186777355766	(3.0, 4.0]	5726441.0
Cre11.g468750	ChCC-v11023487m.g	3	high		0.0295941275554107	0.244066800325971	0.12125421202672934	(3.0, 4.0]	5725097.0
Cre02.g118250	ChCC-v11004962m.g	3	neither		0.0493034619348672	0.3429310332239133	0.14377077942279726	(3.0, 4.0]	
Cre02.g118801	ChCC-v11004982m.g	3	neither		0.146590358079737	0.4820372451997898	0.3041058746798284	(3.0, 4.0]	
Cre06.g289600	ChCC-v11013776m.g	3	high		0.1000564766245052	0.4038443880592975	0.24775997781059583	(3.0, 4.0]	
Cre12.g507250	ChCC-v11025301m.g	3	high	1.0	0.0785809274749473	0.3493711933764412	0.22492102658926938	(3.0, 4.0]	
Cre13.g580950	ChCC-v11029016m.g	3	high		0.094311607574136	0.5735826275244001	0.1644254952092739	(3.0, 4.0]	
Cre06.g283550	ChCC-v11013505m.g	3	high		0.012645188900681	0.407867656110752	0.031003166618456597	(3.0, 4.0]	
Cre16.g690100	ChCC-v11033662m.g	3	high		0.0866943407074236	0.6354733952904027	0.13642481549964097	(3.0, 4.0]	
Cre09.g407501	ChCC-v11020162m.g	3	high	1.0	0.1367411675954659	0.5780290611793648	0.2365645203313308	(3.0, 4.0]	
Cre01.g001650	ChCC-v11000081m.g	3	neither		0.2009601212475361	0.3840062670112801	0.5233251082374469	(3.0, 4.0]	
Cre01.g002050	ChCC-v11000112m.g	3	neither		0.1625091987136123	0.4003218068318166	0.4059464059670518	(3.0, 4.0]	
Cre12.g559100	ChCC-v11027145m.g	3	neither		0.0567130548019321	0.4408399986765892	0.12864770658784563	(3.0, 4.0]	5728369.0
Cre09.g414250	ChCC-v11020526m.g	3	high		0.0714610648441827	0.3863467644945327	0.1849661273536923	(3.0, 4.0]	
Cre02.g107900	ChCC-v11004490m.g	3	high		0.0793191320171863	0.4197118409515671	0.1889847373315812	(3.0, 4.0]	
Cre02.g107500	ChCC-v11004474m.g	3	neither		0.1899209114336425	0.4311963824690628	0.4404510778734765	(3.0, 4.0]	
Cre09.g400775	ChCC-v11019900m.g	3	high		0.021353755560984	0.3546797916777726	0.06020572939882613	(3.0, 4.0]	
Cre02.g143550	ChCC-v11005888m.g	3	neither		0.0129552881953809	0.1716311793216356	0.07548330231480134	(3.0, 4.0]	5720469.0
Cre06.g282800	ChCC-v11013476m.g	3	high		0.0122501702572552	0.1894560671415947	0.06465968834927693	(3.0, 4.0]	5720950.0
Cre02.g145800	ChCC-v11005757m.g	3	high		0.0128574577398281	0.2301067835982405	0.055876048236269446	(3.0, 4.0]	
Cre13.g584750	ChCC-v11029173m.g	3	high		0.1263797753070721	0.4290519367550319	0.29455589051268843	(3.0, 4.0]	
Cre03.g143867	ChCC-v11006044m.g	3	high		0.0218337336355116	0.3855153859968825	0.05663518092553681	(3.0, 4.0]	
Cre12.g516050	ChCC-v11025939m.g	3	high		0.0088236311846897	0.4377376157627541	0.020157351954582646	(3.0, 4.0]	
Cre10.g428678	ChCC-v11021210m.g	3	neither		0.0346882632380667	0.2656288602904604	0.1305892108264731	(3.0, 4.0]	
Cre16.g682100	ChCC-v11034165m.g	3	neither		0.027580258013814	0.4063511637452218	0.0678729642598158	(3.0, 4.0]	5717568.0
Cre09.g393150	ChCC-v11019306m.g	3	neither	1.0	0.0551920670457937	0.2420800441972882	0.22799098219270716	(3.0, 4.0]	
Cre12.g534250	ChCC-v11026789m.g	3	neither		0.025106946897292	0.3904008284197137	0.06431069062768464	(3.0, 4.0]	5718520.0
Cre14.g618500	ChCC-v11030350m.g	3	high		0.3214463205680452	0.6040880628387775	0.532118312448486	(3.0, 4.0]	
Cre12.g487250	ChCC-v11024930m.g	3	neither		0.0176582612289813	0.2447010498352284	0.07216258876237616	(3.0, 4.0]	5716641.0
Cre16.g675650	ChCC-v11034443m.g	3	high		0.0298361280952894	0.306321054929116	0.09740149302565444	(3.0, 4.0]	5721467.0
Cre09.g388949	ChCC-v11005342m.g	3	high		0.107055880899279	0.4422941920550948	0.2420467707293418	(3.0, 4.0]	
Cre06.g278135	ChCC-v11012933m.g	3	high		0.1432914275720319	0.3082310729393503	0.4648831352581604	(3.0, 4.0]	
Cre09.g388450	ChCC-v11005145m.g	3	high		0.0709189369687595	0.3155494351792146	0.22474746921502642	(3.0, 4.0]	
Cre11.g475850	ChCC-v11023995m.g	3	neither		0.0189643479215049	0.1827165619933128	0.10379107243818966	(3.0, 4.0]	5727572.0
Cre07.g327900	ChCC-v11015643m.g	3	high		0.0856962267805075	0.3437067667590071	0.249329472295767	(3.0, 4.0]	
Cre09.g387726	ChCC-v11005265m.g	3	high		0.0217669449197575	0.2442895836337133	0.08910304154594965	(3.0, 4.0]	5720572.0
Cre09.g387652	ChCC-v11005262m.g	3	high		0.0379827996140661	0.2402304748258932	0.15810983032687298	(3.0, 4.0]	
Cre02.g090900	ChCC-v11003695m.g	3	high		0.0632440270991529	0.4328823643425776	0.1460998005663783	(3.0, 4.0]	
Cre09.g386949	ChCC-v11005654m.g	3	high		0.1057342408027256	0.4486729680474017	0.23565993124764076	(3.0, 4.0]	
Cre01.g029950	ChCC-v11001458m.g	3	neither		0.0835646033441721	0.5142979371786718	0.16248286703732392	(3.0, 4.0]	
Cre16.g670754	ChCC-v11033847m.g	3	neither		0.192809332675078	0.4930163069799771	0.39108104528256216	(3.0, 4.0]	
Cre10.g426750	ChCC-v11021123m.g	3	neither		0.0795019095047786	0.3948132888943703	0.20136583985664377	(3.0, 4.0]	5728173.0
Cre09.g386400	ChCC-v11018509m.g	3	neither		0.0240863650082199	0.2005474846795041	0.1201030521360686	(3.0, 4.0]	5720844.0
Cre02.g088300	ChCC-v11003585m.g	3	neither		0.1115915525144046	0.4062464882391203	0.27468927300294793	(3.0, 4.0]	
Cre16.g668400	ChCC-v11033782m.g	3	high		0.0576442541442088	0.3810894466261859	0.15126174354744745	(3.0, 4.0]	
Cre10.g427750	ChCC-v11021162m.g	3	neither	1.0	0.0277700095683443	0.3274167713836465	0.08481547677288999	(3.0, 4.0]	
Cre01.g013450	ChCC-v11000702m.g	3	high		0.0526233883378816	0.3209534729701672	0.16395955417118346	(3.0, 4.0]	5715071.0
Cre13.g590500	ChCC-v11029476m.g	3	high	1.0	0.0337270795970751	0.2537006769299154	0.1329404399121575	(3.0, 4.0]	5718634.0
Cre10.g427850	ChCC-v11021167m.g	3	high	1.0	0.1047016705896476	0.4865269524875044	0.21520220011313082	(3.0, 4.0]	
Cre12.g498250	ChCC-v11025683m.g	3	high		0.0218197207062485	0.0577207808520962	0.37802192527781947	(3.0, 4.0]	5727924.0
Cre03.g176750	ChCC-v11007657m.g	3	neither		0.100858435671415	0.4136466876596212	0.2438274950104489	(3.0, 4.0]	5728843.0
Cre16.g676400	ChCC-v11034413m.g	3	high		0.0471913089885961	0.3094242972433055	0.15251326223903092	(3.0, 4.0]	
Cre02.g093750	ChCC-v11003837m.g	3	high		0.0558889585876545	0.5099264653574436	0.10960199633584024	(3.0, 4.0]	
Cre12.g498600	ChCC-v11025666m.g	3	high		0.0098685634331333	0.0891255059267688	0.11072659089578624	(3.0, 4.0]	
Cre13.g588900	ChCC-v11029407m.g	3	high	1.0	0.3131438736016217	0.747187707004905	0.4190966616097795	(3.0, 4.0]	
Cre03.g156350	ChCC-v11006743m.g	3	high		0.0944602268601763	0.3092891632145536	0.3054107226985167	(3.0, 4.0]	
Cre12.g500100	ChCC-v11025589m.g	3	high		0.0684167564816375	0.3389888428072928	0.20182598316526548	(3.0, 4.0]	5716374.0
Cre09.g392430	ChCC-v11005614m.g	3	neither		0.0291770990021992	0.235686824877377	0.12379605443528481	(3.0, 4.0]	
Cre02.g100250	ChCC-v11004129m.g	3	high		0.0515666965613474	0.1982262178557879	0.26014064697971906	(3.0, 4.0]	5725368.0
Cre02.g099950	ChCC-v11004120m.g	3	neither		0.0882050599063348	0.3092534905469449	0.28521928645117495	(3.0, 4.0]	
Cre06.g299450	ChCC-v11014209m.g	3	high		0.1420856082629417	0.4825922504171014	0.29442165335257253	(3.0, 4.0]	
Cre17.g739250	ChCC-v11036892m.g	3	neither		0.0630099424060899	0.3423817461282051	0.18403417564935187	(3.0, 4.0]	
Cre03.g161500	ChCC-v11007005m.g	3	neither		0.0259303915315518	0.5198603854199589	0.04987952969450528	(3.0, 4.0]	
Cre13.g588271	ChCC-v11029366m.g	3	high		0.1021505869542198	0.4408399986765892	0.2317180547610879	(3.0, 4.0]	
Cre16.g678100	ChCC-v11034336m.g	3	neither		0.0300734196941262	0.3264885534433842	0.09211171226969579	(3.0, 4.0]	5721514.0
Cre06.g299500	ChCC-v11014214m.g	3	neither		0.0694502152825921	0.2630935250462379	0.26397538772718343	(3.0, 4.0]	
Cre06.g278210	ChCC-v11013107m.g	3	high		0.0145353386622468	0.1647214569050739	0.08824192631214561	(3.0, 4.0]	5723630.0
Cre03.g164050	ChCC-v11007093m.g	3	high		0.0391538094521258	0.2483316044792158	0.1576674444408174	(3.0, 4.0]	
Cre17.g702950	ChCC-v11035365m.g	3	high		0.0307856951754377	0.2489719845864284	0.12365124223344381	(3.0, 4.0]	
Cre17.g701650	ChCC-v11035316m.g	3	high	1.0	0.0114944778586701	0.0938723572155045	0.12244795166144613	(3.0, 4.0]	5717290.0
Cre05.g239450	ChCC-v11011334m.g	3	neither	2.0	0.1713422176536418	0.4881483445504258	0.3510044017693931	(3.0, 4.0]	
Cre05.g239151	ChCC-v11011321m.g	3	high		0.10504175344913	0.4826626795654299	0.21762973997431367	(3.0, 4.0]	
Cre10.g420750	ChCC-v11020850m.g	3	high		-0.0	0.0177523080644285	-0.0	(3.0, 4.0]	5728280.0
Cre02.g095101	ChCC-v11023848m.g	3	high	1.0	0.084798075032144	0.4017856231143302	0.21105303463786274	(3.0, 4.0]	
Cre12.g526700	ChCC-v11026408m.g	3	neither		0.0629111129855266	0.3656396130994531	0.1720577058165055	(3.0, 4.0]	
Cre09.g389850	ChCC-v11005222m.g	3	neither		0.129094332729364	0.4696289296977378	0.2748858184960019	(3.0, 4.0]	
Cre03.g168800	ChCC-v11007301m.g	3	high		0.0944308871503423	0.3530896529672557	0.2674416719854985	(3.0, 4.0]	
Cre11.g482841	ChCC-v11024349m.g	2	high	1.0	0.2451425834413282	0.514325304946742	0.4766294426573324	(1.0, 3.0]	
Cre12.g558600	ChCC-v11027169m.g	2	neither		0.0535344239114694	0.329857699734102	0.1622955109267525	(1.0, 3.0]	
Cre10.g456400	ChCC-v11022549m.g	2	neither		0.0899415554288496	0.352288160353665	0.25530677879880076	(1.0, 3.0]	
Cre07.g321400	ChCC-v11015227m.g	2	neither		0.0799324132071206	0.3288746587901989	0.24304825887516132	(1.0, 3.0]	
Cre12.g560400	ChCC-v11027087m.g	2	neither		0.0582427015412172	0.3906540570876042	0.14909022569847846	(1.0, 3.0]	
Cre10.g454850	ChCC-v11022484m.g	2	neither		0.2608994057520125	0.7526555579045047	0.34663851613398283	(1.0, 3.0]	
Cre13.g562950	ChCC-v11028137m.g	2	high		0.0865790424890178	0.5015348664169973	0.17262816263911016	(1.0, 3.0]	
Cre09.g411050	ChCC-v11020319m.g	2	neither	1.0	0.1693026697223159	0.7276004729212338	0.23268631072020168	(1.0, 3.0]	
Cre13.g570250	ChCC-v11028491m.g	2	neither		0.0777654493919925	0.3555854013924415	0.2186969686817	(1.0, 3.0]	
Cre07.g318500	ChCC-v11015100m.g	2	high		0.157735068558306	0.3700754107905912	0.42622412610807336	(1.0, 3.0]	
Cre06.g303050	ChCC-v11014377m.g	2	neither		0.1070579667747732	0.550624650003368	0.19443002919342306	(1.0, 3.0]	
Cre11.g467578	ChCC-v11023136m.g	2	high		0.0328369818291072	0.0476350542917443	0.689344901928625	(1.0, 3.0]	
Cre11.g475500	ChCC-v11023984m.g	2	high		0.0944956691150836	0.4408399986765892	0.2143536643652154	(1.0, 3.0]	
Cre11.g467593	ChCC-v11023184m.g	2	neither		0.1073256327305049	0.3870052368809913	0.2773234636189401	(1.0, 3.0]	5724384.0
Cre06.g299900	ChCC-v11014231m.g	2	neither		0.1000985960817064	0.4950460919806351	0.20220055809595605	(1.0, 3.0]	5716990.0
Cre06.g299550	ChCC-v11014216m.g	2	high		0.027226220007161	0.311791206206515	0.08732196247102525	(1.0, 3.0]	
Cre13.g573700	ChCC-v11028643m.g	2	high		0.0951688138909678	0.4229515868099543	0.2250111285992886	(1.0, 3.0]	
Cre11.g467605	ChCC-v11023209m.g	2	high		0.2184127965727123	0.607229652439962	0.35968730396331755	(1.0, 3.0]	
Cre11.g467656	ChCC-v11023320m.g	2	high		0.0614603305583729	0.3502672508306982	0.17546696247683108	(1.0, 3.0]	
Cre06.g296750	ChCC-v11014085m.g	2	high		0.0964807851159636	0.3476693630691615	0.2775072967725683	(1.0, 3.0]	5717046.0
Cre06.g295700	ChCC-v11014041m.g	2	high		0.0218951596667632	0.1508193438282108	0.14517474424038507	(1.0, 3.0]	
Cre11.g468900	ChCC-v11023480m.g	2	high		0.0434783187434541	0.4438918848816336	0.09794799189682832	(1.0, 3.0]	
Cre11.g467692	ChCC-v11023402m.g	2	low		0.2003940921832944	0.4793099694672523	0.418088721179804	(1.0, 3.0]	
Cre13.g579450	ChCC-v11028941m.g	2	high		0.0383470098919531	0.4471825311902569	0.08575247738297295	(1.0, 3.0]	
Cre13.g579901	ChCC-v11028961m.g	2	high		0.057394003802236	0.2746832962161623	0.20894610117489537	(1.0, 3.0]	
Cre06.g290950	ChCC-v11013831m.g	2	high		-0.0	0.0411061773712462	-0.0	(1.0, 3.0]	
Cre06.g289450	ChCC-v11013770m.g	2	neither		0.1716395063172001	0.4638676954068629	0.370018235839108	(1.0, 3.0]	
Cre06.g288600	ChCC-v11013729m.g	2	neither		0.1822517699728597	0.6260982732172291	0.29109131548367356	(1.0, 3.0]	
Cre06.g301150	ChCC-v11014295m.g	2	high		0.1559162533244711	0.5420755714662429	0.28762825984343515	(1.0, 3.0]	
Cre06.g305500	ChCC-v11014493m.g	2	high		0.0807625478054744	0.3253984369723969	0.24819586890740158	(1.0, 3.0]	5716894.0
Cre07.g316900	ChCC-v11015026m.g	2	high	1.0	0.1675667227204604	0.4147504116125275	0.4040182192200121	(1.0, 3.0]	
Cre11.g467524	ChCC-v11023035m.g	2	high	1.0	0.0163382907498878	0.5198603854199589	0.031428228055286875	(1.0, 3.0]	
Cre10.g463200	ChCC-v11022848m.g	2	neither		0.2573450173604961	0.6209521285035433	0.41443616270497674	(1.0, 3.0]	
Cre07.g316000	ChCC-v11014979m.g	2	high		0.0040927795972936	0.1092838583860452	0.03745090681952185	(1.0, 3.0]	5726351.0
Cre07.g315850	ChCC-v11014971m.g	2	high		0.2321153336125708	0.5066325293053788	0.45815323767467864	(1.0, 3.0]	
Cre13.g567750	ChCC-v11028369m.g	2	high		0.0249570947055458	0.3701995873818133	0.06741524182144959	(1.0, 3.0]	
Cre07.g314351	ChCC-v11014918m.g	2	high		0.1369730426939275	0.4762528406783756	0.28760572325158795	(1.0, 3.0]	
Cre07.g313122	ChCC-v11014849m.g	2	neither		0.06713252979075	0.3522723425744808	0.19056997009793977	(1.0, 3.0]	
Cre10.g464200	ChCC-v11022899m.g	2	neither		0.258830297050577	0.5651337388944431	0.45799830949205084	(1.0, 3.0]	
Cre07.g312300	ChCC-v11014807m.g	2	high		0.0786059075949374	0.5259828683993296	0.14944575634972826	(1.0, 3.0]	5726501.0
Cre11.g478600	ChCC-v11024113m.g	2	neither		0.2702316912951412	0.5246968830648591	0.5150243883986199	(1.0, 3.0]	
Cre06.g311250	ChCC-v11014767m.g	2	high		0.2225292238346627	0.5070674474705739	0.4388552744703189	(1.0, 3.0]	
Cre06.g310200	ChCC-v11014728m.g	2	high		0.0547688512611674	0.383983273219602	0.1426334298417338	(1.0, 3.0]	5716804.0
Cre13.g568900	ChCC-v11028440m.g	2	high		0.0109490995658644	0.0215842234125325	0.5072732688407496	(1.0, 3.0]	5719099.0
Cre06.g309650	ChCC-v11014706m.g	2	high	2.0	0.1606045883400783	0.4683215213519276	0.3429365959447109	(1.0, 3.0]	
Cre06.g308100	ChCC-v11014629m.g	2	neither		0.0893072537828005	0.3347812581392177	0.26676300304021905	(1.0, 3.0]	
Cre07.g324450	ChCC-v11015348m.g	2	high		0.137428925552877	0.5475065803980776	0.2510087192978686	(1.0, 3.0]	
Cre13.g570300	ChCC-v11028492m.g	2	neither		0.1596230472894328	0.5583985349298181	0.28585864271562766	(1.0, 3.0]	
Cre13.g570600	ChCC-v11028504m.g	2	neither		0.0519268914972911	0.3389888428072928	0.1531817126111443	(1.0, 3.0]	5719129.0
Cre10.g452600	ChCC-v11022369m.g	2	high		0.0833108636208113	0.5801684051386672	0.14359772590666844	(1.0, 3.0]	
Cre12.g494000	ChCC-v11024600m.g	2	high		0.0559735465149895	0.2809043374087857	0.19926195170683345	(1.0, 3.0]	
Cre10.g452350	ChCC-v11022358m.g	2	high		0.0266103300115571	0.1908973988511603	0.13939598010083287	(1.0, 3.0]	5724076.0
Cre12.g498050	ChCC-v11025691m.g	2	high		0.0142861462280208	0.2097717906143482	0.0681032763565667	(1.0, 3.0]	
Cre12.g500150	ChCC-v11025588m.g	2	high	1.0	0.0242936218434265	0.2502295301526815	0.09708535131166718	(1.0, 3.0]	
Cre12.g522800	ChCC-v11026234m.g	2	neither		0.0693080899839917	0.3781849895009611	0.1832650472866416	(1.0, 3.0]	
Cre09.g392505	ChCC-v11005616m.g	2	high	1.0	0.1226910174000885	0.3985032919017781	0.3078795580698215	(1.0, 3.0]	
Cre09.g391912	ChCC-v11005580m.g	2	neither	1.0	0.1385479356335361	0.3831192178244929	0.3616313909290893	(1.0, 3.0]	
Cre09.g391726	ChCC-v11005568m.g	2	neither		0.072248331703824	0.2659087632606806	0.2717034625631957	(1.0, 3.0]	
Cre09.g390912	ChCC-v11005520m.g	2	neither	1.0	0.1672792485135538	0.5068165783860571	0.33005875428591896	(1.0, 3.0]	
Cre09.g417250	ChCC-v11020675m.g	2	high		0.0160262508042741	0.3998330014165692	0.04008236125456044	(1.0, 3.0]	
Cre09.g390678	ChCC-v11019437m.g	2	high		0.222330320724789	0.4801503056896194	0.46304317229469516	(1.0, 3.0]	
Cre09.g417350	ChCC-v11020683m.g	2	neither		0.043239638570458	0.1458321879947245	0.29650270742712986	(1.0, 3.0]	
Cre12.g524450	ChCC-v11026306m.g	2	high		0.0362486653132032	0.349022437266925	0.10385769349688251	(1.0, 3.0]	
Cre09.g389950	ChCC-v11005229m.g	2	neither		0.037507815430996	0.2857605091830001	0.1312561191125822	(1.0, 3.0]	
Cre12.g499300	ChCC-v11025623m.g	2	neither		0.0823324408219816	0.4360931473878537	0.18879553901533003	(1.0, 3.0]	
Cre12.g526800	ChCC-v11026416m.g	2	high	1.0	0.023943740571888	0.1515931380676007	0.1579473904762803	(1.0, 3.0]	5722476.0
Cre10.g424750	ChCC-v11021030m.g	2	neither	2.0	0.0387991817614812	0.2523541774659096	0.15374891809240035	(1.0, 3.0]	
Cre10.g424900	ChCC-v11021040m.g	2	high		0.0247190242145634	0.2678987753537474	0.09227001572486893	(1.0, 3.0]	
Cre12.g498500	ChCC-v11025670m.g	2	high	1.0	0.031686271999119	0.2974557407055776	0.10652432501036227	(1.0, 3.0]	
Cre12.g530550	ChCC-v11026599m.g	2	high		0.0481254318518457	0.334918276505769	0.14369305955453504	(1.0, 3.0]	
Cre09.g388352	ChCC-v11005136m.g	2	high		0.062358845833211	0.316454958983752	0.19705441189314005	(1.0, 3.0]	
Cre12.g531400	ChCC-v11026667m.g	2	neither		0.0137077744312116	0.2956971921672399	0.04635747242218919	(1.0, 3.0]	
Cre12.g533750	ChCC-v11026767m.g	2	neither		0.1151174889725288	0.4605293984921381	0.2499677313749038	(1.0, 3.0]	
Cre08.g385300	ChCC-v11018425m.g	2	high		0.1481024130780545	0.3761098210108146	0.39377438398184234	(1.0, 3.0]	5719792.0
Cre08.g384850	ChCC-v11018408m.g	2	high		0.1188706655350477	0.3357194391993318	0.35407739813502076	(1.0, 3.0]	
Cre12.g534650	ChCC-v11026807m.g	2	neither		0.0560344651198038	0.3559062173298893	0.15744165848011998	(1.0, 3.0]	
Cre10.g430400	ChCC-v11021305m.g	2	high		0.0161296539157227	0.0194816148024455	0.8279423486854881	(1.0, 3.0]	5728094.0
Cre08.g380350	ChCC-v11018200m.g	2	high	1.0	0.094279799844023	0.4473902586531552	0.2107327954074087	(1.0, 3.0]	
Cre12.g535851	ChCC-v11026857m.g	2	high		0.007838085707788	0.0269691977905828	0.29063102909664335	(1.0, 3.0]	
Cre12.g536050	ChCC-v11026866m.g	2	high	1.0	0.0700454435389738	0.3161426019295262	0.22156281093235314	(1.0, 3.0]	
Cre09.g393543	ChCC-v11019481m.g	2	high		0.0381060066946434	0.2141650811801486	0.1779281967193797	(1.0, 3.0]	5720275.0
Cre09.g393765	ChCC-v11019499m.g	2	high		0.0396918010907569	0.3107068033427395	0.1277468039442092	(1.0, 3.0]	5720278.0
Cre12.g505000	ChCC-v11025392m.g	2	high		0.2404986893453466	0.4957878689146181	0.4850838522367395	(1.0, 3.0]	
Cre09.g400650	ChCC-v11018914m.g	2	high	1.0	0.0126053387372859	0.0825006714107463	0.15279074123564	(1.0, 3.0]	5720697.0
Cre09.g410850	ChCC-v11020312m.g	2	high	1.0	0.0273959928894977	0.4111331451053049	0.06663533022247738	(1.0, 3.0]	5722283.0
Cre09.g412050	ChCC-v11020381m.g	2	neither		0.1450449787691937	0.5388278613847894	0.26918611520278035	(1.0, 3.0]	
Cre09.g409600	ChCC-v11020255m.g	2	neither		0.0847597571821521	0.3939497309405888	0.2151537379649452	(1.0, 3.0]	
Cre09.g412100	ChCC-v11020384m.g	2	high		0.0138252762666285	0.0739514826034046	0.18695063006068802	(1.0, 3.0]	5722300.0
Cre09.g409200	ChCC-v11020237m.g	2	neither		0.0677470142878589	0.3131532670068251	0.21633820057314734	(1.0, 3.0]	
Cre09.g408464	ChCC-v11020197m.g	2	neither		0.0911241240361876	0.4251736327160728	0.21432214282450457	(1.0, 3.0]	
Cre12.g509600	ChCC-v11025173m.g	2	high		0.0468902677360004	0.5068165783860571	0.09251920662366869	(1.0, 3.0]	
Cre12.g506000	ChCC-v11025351m.g	2	high		0.0043988395892985	0.1986847231428786	0.022139797764598117	(1.0, 3.0]	5716475.0
Cre09.g406800	ChCC-v11020129m.g	2	high		0.0083799754485938	0.3205830111202047	0.026139798922319293	(1.0, 3.0]	
Cre12.g510000	ChCC-v11025152m.g	2	neither	1.0	0.0344127410822217	0.1959116244477132	0.17565441141756294	(1.0, 3.0]	
Cre09.g403150	ChCC-v11018775m.g	2	neither		0.2360264854195506	0.6210801499626891	0.3800258073514822	(1.0, 3.0]	
Cre09.g400738	ChCC-v11019898m.g	2	high		0.0405504159527067	0.3648256279813735	0.11115012993214675	(1.0, 3.0]	
Cre09.g399912	ChCC-v11018954m.g	2	high	1.0	0.1333077429914593	0.4470943782153597	0.2981646593803661	(1.0, 3.0]	
Cre12.g521650	ChCC-v11026196m.g	2	neither		0.1123009765972394	0.2828391982045679	0.39704884368967824	(1.0, 3.0]	
Cre09.g399626	ChCC-v11019847m.g	2	high	4.0	0.0403440277450162	0.4408399986765892	0.09151625956385492	(1.0, 3.0]	
Cre09.g398808	ChCC-v11019799m.g	2	neither		0.0614404483933364	0.3228776605978006	0.19029018074394127	(1.0, 3.0]	
Cre12.g518772	ChCC-v11026080m.g	2	high		0.1703262848338791	0.5716050390351726	0.29797897709470406	(1.0, 3.0]	
Cre12.g505800	ChCC-v11025360m.g	2	neither	1.0	0.0666618208542292	0.3889161549995985	0.17140409313749908	(1.0, 3.0]	
Cre09.g415500	ChCC-v11020595m.g	2	high		0.1757132839357915	0.4345973942651142	0.40431278754654115	(1.0, 3.0]	5722364.0
Cre09.g396100	ChCC-v11019165m.g	2	neither		0.109340860096124	0.282358178426184	0.3872416967185834	(1.0, 3.0]	
Cre09.g396000	ChCC-v11019169m.g	2	high	1.0	0.0430998284011935	0.3210077598219154	0.1342641325091452	(1.0, 3.0]	
Cre12.g520400	ChCC-v11026151m.g	2	high		0.070607135270146	0.2887608732276552	0.24451766778832354	(1.0, 3.0]	
Cre09.g395700	ChCC-v11019183m.g	2	high		0.101514946068754	0.3472495963516234	0.29233999732561367	(1.0, 3.0]	
Cre09.g395250	ChCC-v11019198m.g	2	neither		0.0445399872611336	0.3260264462198924	0.13661464515394886	(1.0, 3.0]	
Cre12.g520500	ChCC-v11026155m.g	2	high		0.0176384398666485	0.1247682793537054	0.1413695849459085	(1.0, 3.0]	5722589.0
Cre09.g394621	ChCC-v11019566m.g	2	high		0.0828237383982961	0.3085971144618248	0.2683879223651712	(1.0, 3.0]	
Cre08.g378200	ChCC-v11018088m.g	2	neither		0.0524651946306166	0.2530256188715432	0.20735131432383647	(1.0, 3.0]	
Cre08.g376100	ChCC-v11017998m.g	2	neither		0.0166858939976806	0.0901777684634626	0.1850333433837547	(1.0, 3.0]	
Cre07.g324550	ChCC-v11015351m.g	2	neither		0.0340967805575679	0.2157615543388356	0.15802991715577716	(1.0, 3.0]	
Cre12.g497250	ChCC-v11025720m.g	2	high		0.088747673469354	0.3793992559823023	0.23391630866427893	(1.0, 3.0]	
Cre07.g349300	ChCC-v11016710m.g	2	high		0.0674190364511123	0.3536419404743059	0.19064208380004258	(1.0, 3.0]	
Cre07.g347980	ChCC-v11016641m.g	2	neither		0.1661900533787955	0.5345166867023587	0.3109164924374701	(1.0, 3.0]	
Cre07.g346500	ChCC-v11016579m.g	2	high		0.1835523845226216	0.482352569988963	0.38053572416297393	(1.0, 3.0]	
Cre10.g437450	ChCC-v11021661m.g	2	high		0.02206041390472	0.241562624376835	0.09132378803065991	(1.0, 3.0]	
Cre07.g346100	ChCC-v11016557m.g	2	neither		0.2962598417964357	0.7377156599619915	0.4015908267579674	(1.0, 3.0]	
Cre10.g438250	ChCC-v11021698m.g	2	neither		0.088569022873971	0.476059753208686	0.1860460210656493	(1.0, 3.0]	
Cre10.g439200	ChCC-v11021742m.g	2	high		0.100635514352395	0.3893176002119132	0.258492075101709	(1.0, 3.0]	5716080.0
Cre10.g440300	ChCC-v11021804m.g	2	high		0.1242665886782731	0.3230597542340626	0.3846551204525455	(1.0, 3.0]	
Cre12.g549200	ChCC-v11027563m.g	2	high		0.0787608262631877	0.3613785651695537	0.21794548391721638	(1.0, 3.0]	
Cre07.g338900	ChCC-v11016180m.g	2	neither	1.0	0.0317423729085602	0.2918750447812837	0.1087532952066742	(1.0, 3.0]	
Cre07.g337050	ChCC-v11016084m.g	2	neither	1.0	0.1441036653663228	0.4775014322996058	0.3017868756379053	(1.0, 3.0]	
Cre07.g336400	ChCC-v11016061m.g	2	high		0.1035643409956841	0.3804358518135801	0.27222550267536916	(1.0, 3.0]	5725627.0
Cre12.g551700	ChCC-v11027472m.g	2	neither		0.3108817778777557	0.6131713492020254	0.5070063666254693	(1.0, 3.0]	
Cre12.g492600	ChCC-v11024660m.g	2	high		0.1496272625059815	0.3967559571368859	0.377126694166707	(1.0, 3.0]	5726129.0
Cre07.g332800	ChCC-v11015889m.g	2	high		0.0430265026073669	0.3066844036985021	0.14029569840684095	(1.0, 3.0]	
Cre12.g554400	ChCC-v11027350m.g	2	high		0.1579689997176048	0.4247966061906011	0.3718697311030918	(1.0, 3.0]	
Cre07.g330750	ChCC-v11015782m.g	2	neither		0.0441776511254464	0.1398726961533264	0.31584185005642207	(1.0, 3.0]	
