Source_Name	Sample	Comment_Sample_description	Comment_Sample_description	Comment_Sample_source_name	Characteristics_Organism	Term_Source_REF	Term_Accession_Number	Extract_Name	Material_Type	Labeled Extract Name	Label	Hybridization_Name	Array_Design_REF	Protocol_REF	Protocol_REF	Normalization_Name	Derived_Array_Data_File	Comment_Derived_ArrayExpress_FTP_file
GSM94452 2	MA99-4(A) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-05/16493.gif	MA99-4(A) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94452 extract 2	total RNA	GSM94452 LE 2	Cy5	GSM94452	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94452_sample_table.txt norm	GSM94452_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94452 1	MA83-4(B) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-05/16493.gif	MA83-4(B) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94452 extract 1	total RNA	GSM94452 LE 1	Cy3	GSM94452	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94452_sample_table.txt norm	GSM94452_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94451 1	N2-2(A) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17546.gif	N2-2(A) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94451 extract 1	total RNA	GSM94451 LE 1	Cy3	GSM94451	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94451_sample_table.txt norm	GSM94451_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94451 2	CB4856-2(B) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17546.gif	CB4856-2(B) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94451 extract 2	total RNA	GSM94451 LE 2	Cy5	GSM94451	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94451_sample_table.txt norm	GSM94451_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94450 2	MA83-1(B) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-05/16492.gif	MA83-1(B) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94450 extract 2	total RNA	GSM94450 LE 2	Cy5	GSM94450	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94450_sample_table.txt norm	GSM94450_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94450 1	MA99-1(A) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-05/16492.gif	MA99-1(A) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94450 extract 1	total RNA	GSM94450 LE 1	Cy3	GSM94450	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94450_sample_table.txt norm	GSM94450_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94449 2	AB1-1(B) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17544.gif	AB1-1(B) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94449 extract 2	total RNA	GSM94449 LE 2	Cy5	GSM94449	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94449_sample_table.txt norm	GSM94449_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94449 1	CB4856-1(A) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17544.gif	CB4856-1(A) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94449 extract 1	total RNA	GSM94449 LE 1	Cy3	GSM94449	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94449_sample_table.txt norm	GSM94449_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94448 2	MA83-2(B) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-05/16491.gif	MA83-2(B) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94448 extract 2	total RNA	GSM94448 LE 2	Cy5	GSM94448	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94448_sample_table.txt norm	GSM94448_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94448 1	MA99-2(A) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-05/16491.gif	MA99-2(A) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94448 extract 1	total RNA	GSM94448 LE 1	Cy3	GSM94448	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94448_sample_table.txt norm	GSM94448_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94447 2	AB1-3(A) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17543.gif	AB1-3(A) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94447 extract 2	total RNA	GSM94447 LE 2	Cy5	GSM94447	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94447_sample_table.txt norm	GSM94447_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94447 1	PB306-3(B) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17543.gif	PB306-3(B) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94447 extract 1	total RNA	GSM94447 LE 1	Cy3	GSM94447	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94447_sample_table.txt norm	GSM94447_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94446 1	N2-3(B) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17416.gif	N2-3(B) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94446 extract 1	total RNA	GSM94446 LE 1	Cy3	GSM94446	A-GEOD-3178	P-GSE4123-1	P-GSE4123-2	GSM94446_sample_table.txt norm	GSM94446_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94446 2	PB303-3(A) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17416.gif	PB303-3(A) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94446 extract 2	total RNA	GSM94446 LE 2	Cy5	GSM94446	A-GEOD-3178	P-GSE4123-1	P-GSE4123-2	GSM94446_sample_table.txt norm	GSM94446_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94445 1	MA59-I (no selection) (green)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/1999-12/1583.gif	MA59-I (no selection) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94445 extract 1	total RNA	GSM94445 LE 1	Cy3	GSM94445	A-GEOD-3098	P-GSE4123-1	P-GSE4123-2	GSM94445_sample_table.txt norm	GSM94445_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94445 2	N2-I (starting line) (red)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/1999-12/1583.gif	N2-I (starting line) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94445 extract 2	total RNA	GSM94445 LE 2	Cy5	GSM94445	A-GEOD-3098	P-GSE4123-1	P-GSE4123-2	GSM94445_sample_table.txt norm	GSM94445_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94444 1	MA41-1 (A) (no selection) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-01/12942.gif	MA41-1 (A) (no selection) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94444 extract 1	total RNA	GSM94444 LE 1	Cy3	GSM94444	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94444_sample_table.txt norm	GSM94444_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94444 2	MA24-1 (B) (no selection) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-01/12942.gif	MA24-1 (B) (no selection) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94444 extract 2	total RNA	GSM94444 LE 2	Cy5	GSM94444	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94444_sample_table.txt norm	GSM94444_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94443 2	MA24-2 (B) (no selection) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-01/12941.gif	MA24-2 (B) (no selection) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94443 extract 2	total RNA	GSM94443 LE 2	Cy5	GSM94443	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94443_sample_table.txt norm	GSM94443_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94443 1	MA41-2 (A) (no selection) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-01/12941.gif	MA41-2 (A) (no selection) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94443 extract 1	total RNA	GSM94443 LE 1	Cy3	GSM94443	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94443_sample_table.txt norm	GSM94443_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94442 1	PB306-III (with selection) (green)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3523.gif	PB306-III (with selection) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94442 extract 1	total RNA	GSM94442 LE 1	Cy3	GSM94442	A-GEOD-3097	P-GSE4123-1	P-GSE4123-2	GSM94442_sample_table.txt norm	GSM94442_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94442 2	N2-III (starting line) (red)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2000-03/3523.gif	N2-III (starting line) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94442 extract 2	total RNA	GSM94442 LE 2	Cy5	GSM94442	A-GEOD-3097	P-GSE4123-1	P-GSE4123-2	GSM94442_sample_table.txt norm	GSM94442_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94441 2	N2-II (starting line) (red)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2000-01/1723.gif	N2-II (starting line) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94441 extract 2	total RNA	GSM94441 LE 2	Cy5	GSM94441	A-GEOD-3098	P-GSE4123-1	P-GSE4123-2	GSM94441_sample_table.txt norm	GSM94441_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94441 1	PB306-II (with selection) (green)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2000-01/1723.gif	PB306-II (with selection) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94441 extract 1	total RNA	GSM94441 LE 1	Cy3	GSM94441	A-GEOD-3098	P-GSE4123-1	P-GSE4123-2	GSM94441_sample_table.txt norm	GSM94441_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94440 2	MA24-3(A) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-05/16500.gif	MA24-3(A) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94440 extract 2	total RNA	GSM94440 LE 2	Cy5	GSM94440	A-GEOD-3178	P-GSE4123-1	P-GSE4123-2	GSM94440_sample_table.txt norm	GSM94440_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94440 1	N2-3(B) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-05/16500.gif	N2-3(B) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94440 extract 1	total RNA	GSM94440 LE 1	Cy3	GSM94440	A-GEOD-3178	P-GSE4123-1	P-GSE4123-2	GSM94440_sample_table.txt norm	GSM94440_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94439 2	N2	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2003-07/42689.gif	N2	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94439 extract 2	total RNA	GSM94439 LE 2	Cy5	GSM94439	A-GEOD-3399	P-GSE4123-1	P-GSE4123-2	GSM94439_sample_table.txt norm	GSM94439_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94439 1	MA99	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2003-07/42689.gif	MA99	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94439 extract 1	total RNA	GSM94439 LE 1	Cy3	GSM94439	A-GEOD-3399	P-GSE4123-1	P-GSE4123-2	GSM94439_sample_table.txt norm	GSM94439_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94438 2	N2	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2003-07/42688.gif	N2	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94438 extract 2	total RNA	GSM94438 LE 2	Cy5	GSM94438	A-GEOD-3399	P-GSE4123-1	P-GSE4123-2	GSM94438_sample_table.txt norm	GSM94438_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94438 1	MA24	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2003-07/42688.gif	MA24	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94438 extract 1	total RNA	GSM94438 LE 1	Cy3	GSM94438	A-GEOD-3399	P-GSE4123-1	P-GSE4123-2	GSM94438_sample_table.txt norm	GSM94438_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94437 2	N2	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2003-07/42687.gif	N2	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94437 extract 2	total RNA	GSM94437 LE 2	Cy5	GSM94437	A-GEOD-3399	P-GSE4123-1	P-GSE4123-2	GSM94437_sample_table.txt norm	GSM94437_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94437 1	MA24	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2003-07/42687.gif	MA24	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94437 extract 1	total RNA	GSM94437 LE 1	Cy3	GSM94437	A-GEOD-3399	P-GSE4123-1	P-GSE4123-2	GSM94437_sample_table.txt norm	GSM94437_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94436 1	MA24	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2003-07/42686.gif	MA24	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94436 extract 1	total RNA	GSM94436 LE 1	Cy3	GSM94436	A-GEOD-3399	P-GSE4123-1	P-GSE4123-2	GSM94436_sample_table.txt norm	GSM94436_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94436 2	N2	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2003-07/42686.gif	N2	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94436 extract 2	total RNA	GSM94436 LE 2	Cy5	GSM94436	A-GEOD-3399	P-GSE4123-1	P-GSE4123-2	GSM94436_sample_table.txt norm	GSM94436_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94435 1	MA96 I (no selection) (green)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2000-06/6604.gif	MA96 I (no selection) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94435 extract 1	total RNA	GSM94435 LE 1	Cy3	GSM94435	A-GEOD-3096	P-GSE4123-1	P-GSE4123-2	GSM94435_sample_table.txt norm	GSM94435_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94435 2	N2 I (starting line) (red)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2000-06/6604.gif	N2 I (starting line) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94435 extract 2	total RNA	GSM94435 LE 2	Cy5	GSM94435	A-GEOD-3096	P-GSE4123-1	P-GSE4123-2	GSM94435_sample_table.txt norm	GSM94435_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94434 2	CB4856-4(A) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17551.gif	CB4856-4(A) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94434 extract 2	total RNA	GSM94434 LE 2	Cy5	GSM94434	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94434_sample_table.txt norm	GSM94434_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94434 1	AB1-4(B) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17551.gif	AB1-4(B) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94434 extract 1	total RNA	GSM94434 LE 1	Cy3	GSM94434	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94434_sample_table.txt norm	GSM94434_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94433 2	CB4856-3(A) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17550.gif	CB4856-3(A) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94433 extract 2	total RNA	GSM94433 LE 2	Cy5	GSM94433	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94433_sample_table.txt norm	GSM94433_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94433 1	AB1-3(B) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-06/17550.gif	AB1-3(B) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94433 extract 1	total RNA	GSM94433 LE 1	Cy3	GSM94433	A-GEOD-2766	P-GSE4123-1	P-GSE4123-2	GSM94433_sample_table.txt norm	GSM94433_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94432 1	MA24-3 (B) (no selection) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-01/12939.gif	MA24-3 (B) (no selection) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94432 extract 1	total RNA	GSM94432 LE 1	Cy3	GSM94432	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94432_sample_table.txt norm	GSM94432_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94432 2	MA41-3 (A) (no selection) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-01/12939.gif	MA41-3 (A) (no selection) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94432 extract 2	total RNA	GSM94432 LE 2	Cy5	GSM94432	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94432_sample_table.txt norm	GSM94432_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94431 2	MA41-4 (A) (red)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-01/12938.gif	MA41-4 (A) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94431 extract 2	total RNA	GSM94431 LE 2	Cy5	GSM94431	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94431_sample_table.txt norm	GSM94431_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94431 1	MA24-4 (B) (green)	Simple annotation: C. elegans, C. elegans	Image: http://smd.stanford.edu/MicroArray/gifs/2001-01/12938.gif	MA24-4 (B) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94431 extract 1	total RNA	GSM94431 LE 1	Cy3	GSM94431	A-GEOD-2646	P-GSE4123-1	P-GSE4123-2	GSM94431_sample_table.txt norm	GSM94431_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94430 2	N2-II (starting line) (red)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2000-01/1755.gif	N2-II (starting line) (red)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94430 extract 2	total RNA	GSM94430 LE 2	Cy5	GSM94430	A-GEOD-3098	P-GSE4123-1	P-GSE4123-2	GSM94430_sample_table.txt norm	GSM94430_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
GSM94430 1	MA59-II (no selection) (green)	Simple annotation: evolution, Thomas Strains	Image: http://smd.stanford.edu/MicroArray/gifs/2000-01/1755.gif	MA59-II (no selection) (green)	Caenorhabditis elegans	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_6239	GSM94430 extract 1	total RNA	GSM94430 LE 1	Cy3	GSM94430	A-GEOD-3098	P-GSE4123-1	P-GSE4123-2	GSM94430_sample_table.txt norm	GSM94430_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-4123/E-GEOD-4123.processed.1.zip
